entrez	target gene	target probe	source probe	Score
21881	Tkt	1439443_x_at	1418127_a_at	0.549172
353172	Gars	1423784_at	1418127_a_at	0.549098
227099	Pms1	1438071_at	1418127_a_at	0.548308
23837	Cfdp1	1416742_at	1418127_a_at	0.547805
67153	Rnaseh2b	1453001_at	1418127_a_at	0.547760
94062	Mrpl3	1422463_a_at	1418127_a_at	0.546997
381306	BC055324	1437186_at	1418127_a_at	0.546495
67967	Pold3	1443733_x_at	1418127_a_at	0.546314
72201	Otud6b	1428277_at	1418127_a_at	0.545866
74143	Opa1	1449214_a_at	1418127_a_at	0.545306
234865	Nup133	1423787_at	1418127_a_at	0.545058
52715	Ccdc43	1418543_s_at	1418127_a_at	0.544971
12237	Bub3	1416815_s_at	1418127_a_at	0.544931
18100	Mrpl40	1448849_at	1418127_a_at	0.544482
67236	Cinp	1425830_a_at	1418127_a_at	0.544194
66870	Serbp1	1418564_s_at	1418127_a_at	0.544006
59025	Usp14	1416208_at	1418127_a_at	0.543743
21991	Tpi1	1435659_a_at	1418127_a_at	0.543596
226414	Dars	1423800_at	1418127_a_at	0.543586
57316	C1d	1416886_at	1418127_a_at	0.543578
19718	Rfc2	1417503_at	1418127_a_at	0.543374
103733	Tubg1	1417144_at	1418127_a_at	0.543033
70422	Ints2	1436247_at	1418127_a_at	0.542664
66050	0610009B22Rik	1418083_at	1418127_a_at	0.542576
26425	Nubp1	1418905_at	1418127_a_at	0.542366
235339	Dlat	1426265_x_at	1418127_a_at	0.542341
22256	Ung	1425753_a_at	1418127_a_at	0.542177
11655	Alas1	1424126_at	1418127_a_at	0.541910
12034	Phb2	1416202_at	1418127_a_at	0.541184
19069	Nup88	1428073_a_at	1418127_a_at	0.541105
224481	Tfb1m	1449749_s_at	1418127_a_at	0.540861
52206	Anapc4	1423930_at	1418127_a_at	0.540489
68014	Zwilch	1416757_at	1418127_a_at	0.539521
66413	Psmd6	1423696_a_at	1418127_a_at	0.539201
72096	Mettl10	1428582_at	1418127_a_at	0.538506
14712	Gnpat	1417456_at	1418127_a_at	0.538383
69639	Exosc8	1428291_at	1418127_a_at	0.538186
67205	Utp11l	1429485_a_at	1418127_a_at	0.538154
109145	Gins4	1417913_at	1418127_a_at	0.538089
69270	Gins1	1417913_at	1418127_a_at	0.538089
66256	Ssr2	1449930_a_at	1418127_a_at	0.537956
23997	Psmd13	1422459_a_at	1418127_a_at	0.537932
108156	Mthfd1	1436704_x_at	1418127_a_at	0.537462
26922	Mecr	1417098_s_at	1418127_a_at	0.537390
12466	Cct6a	1455988_a_at	1418127_a_at	0.537083
71743	Coasy	1423701_at	1418127_a_at	0.536977
66390	Slmo2	1448543_at	1418127_a_at	0.536275
229317	Eif2a	1460575_at	1418127_a_at	0.535807
78651	Lsm6	1437108_at	1418127_a_at	0.535700
68653	Samm50	1428068_at	1418127_a_at	0.535697
69527	Mrps9	1448921_a_at	1418127_a_at	0.535258
14911	Thumpd3	1417684_at	1418127_a_at	0.535077
56530	Cnpy2	1437783_x_at	1418127_a_at	0.535075
66108	Ndufa9	1416663_at	1418127_a_at	0.534622
79464	Lias	1418700_at	1418127_a_at	0.534567
17219	Mcm6	1438852_x_at	1418127_a_at	0.534283
66997	Psmd12	1448492_a_at	1418127_a_at	0.534021
50496	E2f6	1448835_at	1418127_a_at	0.533854
72900	Ndufv2	1452692_a_at	1418127_a_at	0.533810
70237	Bhlhb9	1428512_at	1418127_a_at	0.533598
110006	Gusb	1448124_at	1418127_a_at	0.533455
77862	Thyn1	1438480_a_at	1418127_a_at	0.533301
236900	Pdk3	1426410_at	1418127_a_at	0.533238
69684	Aarsd1	1424006_at	1418127_a_at	0.533074
68537	Mrpl13	1460354_a_at	1418127_a_at	0.532742
17252	Rdh11	1418760_at	1418127_a_at	0.532328
13494	Drg1	1448336_at	1418127_a_at	0.532115
22608	Ybx1	1418624_at	1418127_a_at	0.531888
67046	Tbc1d7	1428598_at	1418127_a_at	0.531378
75430	Anapc15	1424327_at	1418127_a_at	0.530938
66397	Sar1b	1428163_at	1418127_a_at	0.530856
66118	Sarnp	1416095_x_at	1418127_a_at	0.530253
20133	Rrm1	1415878_at	1418127_a_at	0.530248
77766	Elp4	1448535_at	1418127_a_at	0.530172
13382	Dld	1423159_at	1418127_a_at	0.530009
68988	Prpf31	1448633_at	1418127_a_at	0.529695
68501	Nsmce2	1424149_at	1418127_a_at	0.529439
239739	Lamp3	1417057_a_at	1418127_a_at	0.529136
67738	Ppid	1417057_a_at	1418127_a_at	0.529136
68058	Chd1l	1449415_at	1418127_a_at	0.529000
98053	Gtf2f1	1417698_at	1418127_a_at	0.528670
19302	Pex2	1420711_a_at	1418127_a_at	0.528586
58869	Pex5l	1420711_a_at	1418127_a_at	0.528586
66235	Eif1ax	1419736_a_at	1418127_a_at	0.528457
66634	Mcm8	1429557_at	1418127_a_at	0.528186
67549	Gpr89	1424696_at	1418127_a_at	0.527980
231327	Ppat	1428543_at	1418127_a_at	0.527916
13684	Eif4e	1423220_at	1418127_a_at	0.527868
75619	Fastkd2	1452172_at	1418127_a_at	0.527691
17218	Mcm5	1436808_x_at	1418127_a_at	0.527468
17463	Psmd7	1451056_at	1418127_a_at	0.527147
13722	Aimp1	1416486_at	1418127_a_at	0.527118
18968	Pola1	1419397_at	1418127_a_at	0.527080
22365	Vps45	1418143_at	1418127_a_at	0.526970
433256	Acsl5	1428082_at	1418127_a_at	0.526900
11428	Aco1	1456728_x_at	1418127_a_at	0.526276
17089	Lyar	1417511_at	1418127_a_at	0.526102
12469	Cct8	1415785_a_at	1418127_a_at	0.525856
22099	Tsn	1416908_s_at	1418127_a_at	0.525830
57377	Mogs	1422489_at	1418127_a_at	0.525774
233876	Hirip3	1434936_at	1418127_a_at	0.525771
66310	Dpy30	1423767_at	1418127_a_at	0.525695
240641	Kif20b	1439695_a_at	1418127_a_at	0.525671
94063	Mrpl16	1450880_at	1418127_a_at	0.525412
20587	Smarcb1	1416045_a_at	1418127_a_at	0.525278
53317	Plrg1	1448282_at	1418127_a_at	0.525259
76547	Tmem101	1451315_at	1418127_a_at	0.524977
26443	Psma6	1437144_x_at	1418127_a_at	0.524976
66953	Cdca7	1428069_at	1418127_a_at	0.524854
19182	Psmc3	1416282_at	1418127_a_at	0.524455
68092	Ncbp2	1450847_at	1418127_a_at	0.524385
68117	Apool	1418384_at	1418127_a_at	0.524277
22333	Vdac1	1437947_x_at	1418127_a_at	0.524170
21343	Taf6	1418593_at	1418127_a_at	0.524107
100043636	AI662270	1434068_s_at	1418127_a_at	0.523531
21855	Timm17b	1438656_x_at	1418127_a_at	0.522968
66098	Chchd6	1438659_x_at	1418127_a_at	0.522892
118451	Mrps2	1420846_at	1418127_a_at	0.522687
231329	Polr2b	1433552_a_at	1418127_a_at	0.522623
16865	Eif2d	1451211_a_at	1418127_a_at	0.522612
85305	Kars	1416068_at	1418127_a_at	0.522605
233575	Pgap2	1424616_s_at	1418127_a_at	0.522491
66821	Bcs1l	1451541_at	1418127_a_at	0.522369
109778	Blvra	1428580_at	1418127_a_at	0.522084
18972	Pold2	1448277_at	1418127_a_at	0.521998
21917	Tmpo	1426349_s_at	1418127_a_at	0.521382
74044	Ttf2	1428522_at	1418127_a_at	0.521328
17448	Mdh2	1433984_a_at	1418127_a_at	0.521281
53381	Prdx4	1416166_a_at	1418127_a_at	0.521142
270685	Mthfd1l	1456653_a_at	1418127_a_at	0.521063
56075	Pdss1	1431893_a_at	1418127_a_at	0.521045
57314	Nelfcd	1416198_at	1418127_a_at	0.520898
75221	Dpp3	1448215_a_at	1418127_a_at	0.520846
212442	Lactb2	1425140_at	1418127_a_at	0.520696
18221	Nudc	1419472_s_at	1418127_a_at	0.520454
56452	Orc6	1417037_at	1418127_a_at	0.520195
66736	Emc2	1416668_at	1418127_a_at	0.520180
171567	Nme7	1418217_at	1418127_a_at	0.520118
56322	Timm22	1448517_at	1418127_a_at	0.520103
100043670	Gm4581	1434328_at	1418127_a_at	0.520096
100043805	Gm10224	1434328_at	1418127_a_at	0.520096
66480	Rpl15	1434328_at	1418127_a_at	0.520096
67870	Enoph1	1437327_x_at	1418127_a_at	0.519439
56749	Dhodh	1417582_s_at	1418127_a_at	0.519392
66233	Dmap1	1417742_a_at	1418127_a_at	0.519178
13478	Dpagt1	1448549_a_at	1418127_a_at	0.519098
12572	Cdk7	1451741_a_at	1418127_a_at	0.519029
216987	Utp6	1424500_at	1418127_a_at	0.518994
104884	Tdp1	1426492_at	1418127_a_at	0.518894
15452	Hprt	1448736_a_at	1418127_a_at	0.518788
72486	Rnf219	1428498_at	1418127_a_at	0.518609
67239	Rpf2	1421945_a_at	1418127_a_at	0.518592
19385	Ranbp1	1422547_at	1418127_a_at	0.518564
74168	Zdhhc16	1421115_a_at	1418127_a_at	0.518254
230075	Ndufb6	1434056_a_at	1418127_a_at	0.518227
12412	Cbx1	1436266_x_at	1418127_a_at	0.518084
68611	Mrpl28	1437622_x_at	1418127_a_at	0.517954
18634	Pex7	1418988_at	1418127_a_at	0.517730
12033	Bcap29	1417077_at	1418127_a_at	0.517686
217057	Ptrh2	1451845_a_at	1418127_a_at	0.517532
69185	Dtwd1	1424697_at	1418127_a_at	0.517428
272551	Gins2	1452881_at	1418127_a_at	0.517341
79560	Ublcp1	1415788_at	1418127_a_at	0.517217
66525	Timm50	1455456_a_at	1418127_a_at	0.516934
68240	Rpa3	1448938_at	1418127_a_at	0.516909
72107	Dscc1	1452912_at	1418127_a_at	0.516496
214572	Prmt7	1451248_at	1418127_a_at	0.516369
59015	Nup160	1418530_at	1418127_a_at	0.516143
20639	Snrpb2	1452422_a_at	1418127_a_at	0.515995
72692	Hnrnpll	1425255_s_at	1418127_a_at	0.515927
26891	Cops4	1416163_at	1418127_a_at	0.515904
68184	Denr	1420368_at	1418127_a_at	0.515777
11637	Ak2	1448450_at	1418127_a_at	0.515717
75597	Ndufaf2	1452923_at	1418127_a_at	0.515086
78689	Naa35	1460544_at	1418127_a_at	0.514950
110379	Sec13	1416241_at	1418127_a_at	0.514936
14894	Cfap20	1452896_at	1418127_a_at	0.514810
67851	1700021F05Rik	1421019_at	1418127_a_at	0.514738
229937	Znhit6	1454214_a_at	1418127_a_at	0.514585
20901	Strap	1419912_s_at	1418127_a_at	0.514553
70533	Btf3l4	1451223_a_at	1418127_a_at	0.514497
76809	Bri3bp	1428744_s_at	1418127_a_at	0.514319
76781	Mettl4	1453165_at	1418127_a_at	0.514069
108062	Cstf2	1419645_at	1418127_a_at	0.513286
15201	Hells	1417541_at	1418127_a_at	0.513217
56284	Mrpl19	1421914_s_at	1418127_a_at	0.513091
54351	Elp5	1431411_a_at	1418127_a_at	0.512962
54632	Ftsj1	1417099_at	1418127_a_at	0.512711
319944	Taf2	1434238_at	1418127_a_at	0.512011
70601	Ecd	1451402_at	1418127_a_at	0.511968
17220	Mcm7	1438320_s_at	1418127_a_at	0.511853
233870	Tufm	1447780_x_at	1418127_a_at	0.511828
237877	Atad5	1435597_at	1418127_a_at	0.511259
67115	Rpl14	1422128_at	1418127_a_at	0.510674
237823	Pfas	1455496_at	1418127_a_at	0.510517
67096	Mmachc	1418915_at	1418127_a_at	0.510275
76522	Lsm8	1448703_at	1418127_a_at	0.510270
78304	Naa38	1448703_at	1418127_a_at	0.510270
71876	Cenpu	1428518_at	1418127_a_at	0.510003
53605	Nap1l1	1437945_x_at	1418127_a_at	0.509856
72198	Skiv2l2	1426718_at	1418127_a_at	0.509654
18974	Pole2	1427094_at	1418127_a_at	0.509284
98415	Nucks1	1435753_a_at	1418127_a_at	0.509076
104146	Cgct	1452830_s_at	1418127_a_at	0.509069
69719	Cad	1452830_s_at	1418127_a_at	0.509069
11947	Atp5b	1416829_at	1418127_a_at	0.508936
76947	Ndufaf6	1429213_at	1418127_a_at	0.508699
57441	Gmnn	1417506_at	1418127_a_at	0.508690
71957	Cpsf3l	1423964_at	1418127_a_at	0.508069
170762	Nup155	1418727_at	1418127_a_at	0.507703
68550	Tefm	1452256_at	1418127_a_at	0.507667
67811	Poldip2	1422732_at	1418127_a_at	0.507377
50927	Nasp	1416042_s_at	1418127_a_at	0.507340
16430	Stt3a	1450841_at	1418127_a_at	0.507130
77951	Cyp20a1	1435616_at	1418127_a_at	0.507078
13063	Cycs	1422484_at	1418127_a_at	0.507065
20016	Polr1c	1435057_x_at	1418127_a_at	0.506783
64424	Polr1e	1435057_x_at	1418127_a_at	0.506783
52504	Cenpo	1418541_at	1418127_a_at	0.506530
105837	Mtbp	1448638_at	1418127_a_at	0.506455
100043462	Nutf2-ps1	1434367_s_at	1418127_a_at	0.506356
621832	Gm10349	1434367_s_at	1418127_a_at	0.506356
668830	Gm9386	1434367_s_at	1418127_a_at	0.506356
68051	Nutf2	1434367_s_at	1418127_a_at	0.506356
15384	Hnrnpab	1453849_s_at	1418127_a_at	0.506114
230484	Usp1	1451080_at	1418127_a_at	0.505947
213211	Rnf26	1436824_x_at	1418127_a_at	0.505670
231874	Ccz1	1433554_at	1418127_a_at	0.505642
381802	Tsen2	1435118_at	1418127_a_at	0.505511
109129	Mmadhc	1417573_at	1418127_a_at	0.505326
20744	Strbp	1452061_s_at	1418127_a_at	0.505323
20937	Suv39h1	1427382_a_at	1418127_a_at	0.505128
56384	Letm1	1420826_at	1418127_a_at	0.504853
52637	Cisd1	1416849_at	1418127_a_at	0.504450
56443	Arpc1a	1416079_a_at	1418127_a_at	0.504404
66414	Ndufa12	1418814_s_at	1418127_a_at	0.504371
67391	Fundc2	1428316_a_at	1418127_a_at	0.504301
66925	Sdhd	1428235_at	1418127_a_at	0.504194
72662	Dis3	1426609_at	1418127_a_at	0.504055
15473	Hrsp12	1428326_s_at	1418127_a_at	0.503985
15382	Hnrnpa1	1423531_a_at	1418127_a_at	0.503905
545091	Gm5803	1423531_a_at	1418127_a_at	0.503905
654467	Gm10052	1423531_a_at	1418127_a_at	0.503905
16351	Ipp	1421771_a_at	1418127_a_at	0.503899
56282	Mrpl12	1452048_at	1418127_a_at	0.503724
73327	Pradc1	1429122_a_at	1418127_a_at	0.503514
19076	Prim2	1418036_at	1418127_a_at	0.503374
66362	Exosc3	1431502_a_at	1418127_a_at	0.503297
69163	Mrpl44	1426651_at	1418127_a_at	0.503061
217946	Cdca7l	1451306_at	1418127_a_at	0.502840
227197	Ndufs1	1425143_a_at	1418127_a_at	0.502732
72085	Osgepl1	1428557_a_at	1418127_a_at	0.502671
68964	Ctc1	1423656_x_at	1418127_a_at	0.502401
105377	Ankrd32	1423577_at	1418127_a_at	0.502367
68603	Pmvk	1427893_a_at	1418127_a_at	0.502013
100043882	Gm14277	1416336_s_at	1418127_a_at	0.501977
20641	Snrpd1	1416336_s_at	1418127_a_at	0.501977
78586	Srbd1	1436376_s_at	1418127_a_at	0.501760
15288	Hmbs	1426475_at	1418127_a_at	0.501577
623474	Rad54b	1434734_at	1418127_a_at	0.501564
107829	Thoc5	1452672_at	1418127_a_at	0.501527
225027	Srsf7	1424033_at	1418127_a_at	0.501447
211556	Ap1ar	1426234_s_at	1418127_a_at	0.501399
11949	Atp5c1	1416058_s_at	1418127_a_at	0.501282
69878	Snrpf	1428672_at	1418127_a_at	0.501107
433874	Gm5553	1424235_at	1418127_a_at	0.501034
66844	Ormdl2	1424235_at	1418127_a_at	0.501034
227743	Mapkap1	1417284_at	1418127_a_at	0.500940
268882	Fbxo45	1452895_at	1418127_a_at	0.500788
72482	Acbd6	1453199_at	1418127_a_at	0.500504
445007	Nup85	1437520_a_at	1418127_a_at	0.500466
51786	Cpsf2	1420937_at	1418127_a_at	0.500454
54380	Smarcal1	1416620_at	1418127_a_at	0.500385
76894	Mettl15	1428900_s_at	1418127_a_at	0.500247
76167	Snrnp35	1430041_at	1418127_a_at	0.499677
76784	Mtif2	1415685_at	1418127_a_at	0.499586
68730	Dus1l	1423943_at	1418127_a_at	0.499583
72341	Elp6	1440826_s_at	1418127_a_at	0.499527
67628	Anp32b	1417082_at	1418127_a_at	0.499477
69882	Vwa9	1426347_at	1418127_a_at	0.499350
68776	Taf11	1451995_at	1418127_a_at	0.499273
14606	Gpin1	1429728_at	1418127_a_at	0.499235
252876	Gin1	1429728_at	1418127_a_at	0.499235
110959	Nudt19	1434216_a_at	1418127_a_at	0.499231
53382	Txnl1	1436947_a_at	1418127_a_at	0.499193
67618	Aasdhppt	1430515_s_at	1418127_a_at	0.499145
67781	Ilf2	1417948_s_at	1418127_a_at	0.499128
230596	Prpf38a	1433565_at	1418127_a_at	0.499067
226830	Smyd2	1424760_a_at	1418127_a_at	0.498933
