entrez	target gene	target probe	source probe	Score
13001	Csnk2b	1416728_at	1418127_a_at	0.228912
236266	Alms1	1456950_at	1418127_a_at	0.228840
77652	Zfp955a	1434896_at	1418127_a_at	0.228838
74610	Abcb8	1423713_at	1418127_a_at	0.228816
56792	Stap1	1421098_at	1418127_a_at	0.228784
231474	Paqr3	1429216_at	1418127_a_at	0.228774
382090	Cep162	1442733_at	1418127_a_at	0.228636
234967	Slc36a4	1455249_at	1418127_a_at	0.228608
330189	Tmem120b	1427324_at	1418127_a_at	0.228567
66420	Polr2e	1417138_s_at	1418127_a_at	0.228539
29808	Mga	1434746_at	1418127_a_at	0.228520
67389	Fam132a	1439422_a_at	1418127_a_at	0.228461
14425	Galnt3	1417588_at	1418127_a_at	0.228424
78232	Trappc6b	1428178_s_at	1418127_a_at	0.228407
54633	Pqbp1	1456086_x_at	1418127_a_at	0.228356
70153	2210016F16Rik	1428331_at	1418127_a_at	0.228221
11793	Atg5	1415684_at	1418127_a_at	0.228213
73381	Cmtm2a	1424495_a_at	1418127_a_at	0.228134
75458	Cklf	1424495_a_at	1418127_a_at	0.228134
76793	Snip1	1428133_at	1418127_a_at	0.228126
68067	3010026O09Rik	1448930_at	1418127_a_at	0.228056
217351	Tnrc6c	1440997_at	1418127_a_at	0.228054
22781	Ikzf4	1457342_at	1418127_a_at	0.228038
72167	Thumpd2	1428726_at	1418127_a_at	0.227967
54122	Uevld	1455551_at	1418127_a_at	0.227730
12343	Capza2	1423058_at	1418127_a_at	0.227676
100038580	6820445E23Rik	1456884_at	1418127_a_at	0.227650
78830	Slc25a12	1428440_at	1418127_a_at	0.227592
216456	Gls2	1435245_at	1418127_a_at	0.227526
12193	Zfp36l2	1429561_at	1418127_a_at	0.227498
66653	Brf2	1429561_at	1418127_a_at	0.227498
69709	Ptrhd1	1455207_at	1418127_a_at	0.227464
71777	Ing3	1422806_x_at	1418127_a_at	0.227302
70605	Zdhhc24	1452719_at	1418127_a_at	0.227214
70532	5730433K22Rik	1430933_at	1418127_a_at	0.227188
67031	Upf3a	1452971_at	1418127_a_at	0.227114
66208	Nenf	1417879_at	1418127_a_at	0.227025
227644	Snapc4	1455552_at	1418127_a_at	0.226926
69821	Mterf4	1424430_at	1418127_a_at	0.226837
67014	Mina	1451042_a_at	1418127_a_at	0.226835
12616	Cenpb	1426051_a_at	1418127_a_at	0.226822
110606	Fntb	1434309_at	1418127_a_at	0.226791
66660	Sltm	1429624_at	1418127_a_at	0.226644
666926	Gm8369	1442219_at	1418127_a_at	0.226617
242474	Tmem245	1455134_at	1418127_a_at	0.226586
66552	Sppl2a	1425193_at	1418127_a_at	0.226426
116972	Fam57a	1435076_at	1418127_a_at	0.226322
22710	Zfp52	1426471_at	1418127_a_at	0.226224
14731	Gpaa1	1448225_at	1418127_a_at	0.226143
230598	Nrd1	1424391_at	1418127_a_at	0.226074
230145	Galnt12	1437760_at	1418127_a_at	0.225927
18570	Pdcd6	1421059_a_at	1418127_a_at	0.225865
56737	Alg2	1421059_a_at	1418127_a_at	0.225865
11928	Atp1a1	1451071_a_at	1418127_a_at	0.225851
320634	Ocrl	1438396_at	1418127_a_at	0.225791
19349	Rab7	1415734_at	1418127_a_at	0.225742
53885	Nphp1	1448523_at	1418127_a_at	0.225728
231571	Rpap2	1424559_at	1418127_a_at	0.225641
66922	Rras2	1417398_at	1418127_a_at	0.225580
66515	Cul7	1417039_a_at	1418127_a_at	0.225505
53902	Rcan3	1434027_at	1418127_a_at	0.225419
75616	Smim15	1452737_at	1418127_a_at	0.225414
228859	Fitm2	1454935_at	1418127_a_at	0.225060
77573	Vps33a	1434816_at	1418127_a_at	0.225013
20841	Zfp143	1422599_s_at	1418127_a_at	0.224960
72461	Prcp	1452191_at	1418127_a_at	0.224941
240055	Neurl1b	1435564_at	1418127_a_at	0.224823
109929	Zbtb25	1453175_at	1418127_a_at	0.224814
73789	4833408D11Rik	1429031_at	1418127_a_at	0.224779
12916	Crem	1430598_at	1418127_a_at	0.224640
72397	Rbm12b1	1435158_at	1418127_a_at	0.224496
239122	Setdb2	1436120_at	1418127_a_at	0.224485
76501	Commd9	1438644_x_at	1418127_a_at	0.224433
100494	Zfand2a	1415941_s_at	1418127_a_at	0.224369
68112	Sdccag3	1453195_at	1418127_a_at	0.224340
338368	Fam109b	1438202_at	1418127_a_at	0.224317
268566	Gphn	1426462_at	1418127_a_at	0.224129
14700	Gng10	1450649_at	1418127_a_at	0.224117
73229	3110052M02Rik	1440992_at	1418127_a_at	0.224089
101095	Zfp282	1424297_at	1418127_a_at	0.224074
102626	Mapkapk3	1434815_a_at	1418127_a_at	0.224025
66162	Bola2	1434544_at	1418127_a_at	0.223990
170822	Usp33	1426709_a_at	1418127_a_at	0.223941
80284	Smim12	1449189_at	1418127_a_at	0.223875
269704	Zfp664	1434063_at	1418127_a_at	0.223776
234463	Tmem184c	1426628_at	1418127_a_at	0.223503
18036	Nfkbib	1421266_s_at	1418127_a_at	0.223356
24086	Tlk2	1416944_a_at	1418127_a_at	0.223347
76626	Msi2	1421230_a_at	1418127_a_at	0.223187
241311	Zbtb34	1436085_at	1418127_a_at	0.223116
66169	Tomm7	1434732_x_at	1418127_a_at	0.223104
18020	Nfatc2ip	1434836_at	1418127_a_at	0.223076
69089	Oxa1l	1423738_at	1418127_a_at	0.223046
233545	2210018M11Rik	1430028_at	1418127_a_at	0.223016
75137	Rprd2	1434817_s_at	1418127_a_at	0.222971
14593	Ggps1	1419506_at	1418127_a_at	0.222966
64436	Inpp5e	1423230_at	1418127_a_at	0.222913
66410	Mterf3	1454116_a_at	1418127_a_at	0.222900
231915	Uspl1	1433927_at	1418127_a_at	0.222765
66948	Acad8	1419262_at	1418127_a_at	0.222727
319475	Zfp672	1424261_at	1418127_a_at	0.222653
240832	Tor1aip2	1418115_s_at	1418127_a_at	0.222614
219103	Cenpj	1437643_at	1418127_a_at	0.222538
216792	Iba57	1435808_at	1418127_a_at	0.222531
56323	Dnajb5	1450436_s_at	1418127_a_at	0.222517
20444	St3gal2	1421891_at	1418127_a_at	0.222408
52398	Sept11	1429234_s_at	1418127_a_at	0.222113
56335	Mettl3	1423099_a_at	1418127_a_at	0.222022
98221	Eif3m	1437189_x_at	1418127_a_at	0.222022
235315	Rnf214	1427273_at	1418127_a_at	0.221920
381820	Smim10l1	1435523_s_at	1418127_a_at	0.221908
69109	Fam58b	1451334_at	1418127_a_at	0.221863
360216	Zranb1	1427200_at	1418127_a_at	0.221823
207615	Wdr37	1453024_at	1418127_a_at	0.221795
81896	Ift122	1441259_s_at	1418127_a_at	0.221767
213550	Dis3l	1437737_at	1418127_a_at	0.221727
70078	Nol7	1420486_at	1418127_a_at	0.221615
66911	Nudt16l1	1437624_x_at	1418127_a_at	0.221223
67711	Nsmce1	1455927_x_at	1418127_a_at	0.221107
225283	Rprd1a	1451631_at	1418127_a_at	0.220901
109754	Cyb5r3	1422186_s_at	1418127_a_at	0.220857
70351	Ppp4r1	1424294_at	1418127_a_at	0.220803
12040	Bckdhb	1427153_at	1418127_a_at	0.220703
66904	Pccb	1450969_at	1418127_a_at	0.220673
22151	Tubb2a	1427838_at	1418127_a_at	0.220617
56424	Stub1	1416580_a_at	1418127_a_at	0.220594
224691	Zfp472	1425058_at	1418127_a_at	0.220563
66457	2810002D19Rik	1452312_at	1418127_a_at	0.220546
269593	Luzp1	1416469_at	1418127_a_at	0.220532
434759	Rhox4c	1439200_x_at	1418127_a_at	0.220384
57737	Rhox4b	1439200_x_at	1418127_a_at	0.220384
108682	Gpt2	1438385_s_at	1418127_a_at	0.220370
68634	Tm2d3	1423951_at	1418127_a_at	0.220288
106264	0610012G03Rik	1448540_a_at	1418127_a_at	0.220024
214764	Edrf1	1451391_at	1418127_a_at	0.220013
97086	Slc9b2	1439995_at	1418127_a_at	0.219972
13043	Cttn	1433908_a_at	1418127_a_at	0.219952
234582	Ccdc102a	1438316_a_at	1418127_a_at	0.219848
67125	Tspan31	1416556_at	1418127_a_at	0.219831
380753	Atxn7l1	1428279_a_at	1418127_a_at	0.219711
54384	Mtmr7	1447831_s_at	1418127_a_at	0.219601
21950	Tnfsf9	1422924_at	1418127_a_at	0.219522
70573	Tbccd1	1436752_at	1418127_a_at	0.219332
83962	Btbd1	1455286_at	1418127_a_at	0.219217
433667	Ankrd13c	1433521_at	1418127_a_at	0.219132
21894	Tln1	1436042_at	1418127_a_at	0.219128
224794	Enpp4	1434580_at	1418127_a_at	0.219121
56873	Lmbr1	1426272_at	1418127_a_at	0.219116
66374	2310011J03Rik	1452043_at	1418127_a_at	0.218989
338349	Cntln	1451469_at	1418127_a_at	0.218904
13202	Ddt	1417103_at	1418127_a_at	0.218818
224705	Vps52	1447894_x_at	1418127_a_at	0.218818
22169	Cmpk2	1450484_a_at	1418127_a_at	0.218740
231871	Daglb	1451970_at	1418127_a_at	0.218737
234678	D230025D16Rik	1426521_at	1418127_a_at	0.218610
237943	Gpatch8	1451434_s_at	1418127_a_at	0.218574
227334	Usp40	1435901_at	1418127_a_at	0.218553
12018	Bak1	1418991_at	1418127_a_at	0.218542
106821	Oard1	1449614_s_at	1418127_a_at	0.218522
13688	Eif4ebp2	1436158_at	1418127_a_at	0.218306
234407	Colgalt1	1433495_at	1418127_a_at	0.218189
72129	Pex13	1422471_at	1418127_a_at	0.217936
69556	Bod1	1428293_at	1418127_a_at	0.217910
319675	Cep295	1456296_at	1418127_a_at	0.217789
68975	Med27	1432462_a_at	1418127_a_at	0.217583
214627	Papd5	1433738_at	1418127_a_at	0.217549
215615	Rnpep	1451243_at	1418127_a_at	0.217433
73744	Man2c1	1423687_a_at	1418127_a_at	0.217327
228136	Zdhhc5	1426311_s_at	1418127_a_at	0.217275
74533	Gzf1	1428348_at	1418127_a_at	0.217166
66682	Trappc5	1418233_a_at	1418127_a_at	0.217099
76932	Arfip2	1424240_at	1418127_a_at	0.217049
80913	Pum2	1418017_at	1418127_a_at	0.216916
69504	Zfp932	1424872_at	1418127_a_at	0.216867
238722	Zfp72	1453230_at	1418127_a_at	0.216866
72723	Zfp74	1453230_at	1418127_a_at	0.216866
66176	Nat9	1418781_at	1418127_a_at	0.216734
11370	Acadvl	1424184_at	1418127_a_at	0.216696
208606	Rsrc2	1454074_a_at	1418127_a_at	0.216693
26919	Zfp346	1417088_at	1418127_a_at	0.216655
243853	Fkrp	1436812_at	1418127_a_at	0.216615
69064	Fuom	1452626_a_at	1418127_a_at	0.216552
59022	Edf1	1438503_x_at	1418127_a_at	0.216502
665181	Gm11964	1438503_x_at	1418127_a_at	0.216502
12662	Chm	1448712_at	1418127_a_at	0.216379
109652	Acy1	1419173_at	1418127_a_at	0.216338
259279	Tubgcp3	1426707_at	1418127_a_at	0.216315
67269	Agtpbp1	1418332_a_at	1418127_a_at	0.216236
76260	Ttc8	1424410_at	1418127_a_at	0.216219
16002	Igf2	1416385_a_at	1418127_a_at	0.216099
17113	M6pr	1416385_a_at	1418127_a_at	0.216099
12522	Cd83	1416111_at	1418127_a_at	0.216086
22030	Traf2	1451233_at	1418127_a_at	0.216022
74781	Wipi2	1428882_at	1418127_a_at	0.215969
73233	Zfp942	1455433_at	1418127_a_at	0.215850
71989	Rpusd4	1452710_at	1418127_a_at	0.215810
23989	Med24	1424180_a_at	1418127_a_at	0.215746
72254	1700030K09Rik	1424447_at	1418127_a_at	0.215687
654795	Sdr39u1	1428695_at	1418127_a_at	0.215682
52076	Tmem38b	1456544_at	1418127_a_at	0.215570
21945	Dedd	1434995_s_at	1418127_a_at	0.215515
66492	Zmat2	1417536_at	1418127_a_at	0.215506
22245	Uck1	1424399_at	1418127_a_at	0.215424
78808	Stxbp5	1453021_at	1418127_a_at	0.215360
232533	Stk38l	1435878_at	1418127_a_at	0.215328
11783	Apaf1	1452870_at	1418127_a_at	0.215057
101187	Parp11	1434139_at	1418127_a_at	0.215040
18711	Pikfyve	1452994_at	1418127_a_at	0.215010
225791	Zadh2	1451277_at	1418127_a_at	0.214951
20619	Snap23	1420898_at	1418127_a_at	0.214907
99152	Anapc2	1415707_at	1418127_a_at	0.214905
70791	Hars2	1449371_at	1418127_a_at	0.214870
66877	Crnkl1	1420849_at	1418127_a_at	0.214848
70495	Atp6ap2	1423662_at	1418127_a_at	0.214786
407786	Taf9b	1434960_at	1418127_a_at	0.214617
72514	Fgfbp3	1453006_at	1418127_a_at	0.214578
17996	Neb	1435355_at	1418127_a_at	0.214541
78248	Armcx1	1425914_a_at	1418127_a_at	0.214522
330474	Zc3h4	1434459_at	1418127_a_at	0.214478
75085	4930519L02Rik	1454269_s_at	1418127_a_at	0.214457
225187	Ankrd29	1438756_at	1418127_a_at	0.214455
108124	Napa	1416192_at	1418127_a_at	0.214454
71994	Cnn3	1455570_x_at	1418127_a_at	0.214405
18685	Phtf1	1449148_a_at	1418127_a_at	0.214349
67439	Xab2	1436886_x_at	1418127_a_at	0.214227
13347	Dffa	1450885_at	1418127_a_at	0.214223
19364	Rad51d	1425944_a_at	1418127_a_at	0.214202
72504	Taf4b	1435302_at	1418127_a_at	0.214085
20872	Stk16	1426160_a_at	1418127_a_at	0.214064
59057	Zfp191	1426895_at	1418127_a_at	0.214014
70675	Vcpip1	1434706_at	1418127_a_at	0.213940
26419	Mapk8	1420932_at	1418127_a_at	0.213903
54616	Extl3	1434703_at	1418127_a_at	0.213841
73750	Whrn	1436486_x_at	1418127_a_at	0.213680
108811	Ccdc122	1458438_at	1418127_a_at	0.213581
100037258	Dnajc3	1419162_s_at	1418127_a_at	0.213515
19090	Prkdc	1451576_at	1418127_a_at	0.213398
54711	Plagl2	1417517_at	1418127_a_at	0.213396
381293	Kif14	1445525_at	1418127_a_at	0.213363
19672	Rcn1	1417090_at	1418127_a_at	0.213344
66398	Commd5	1449694_s_at	1418127_a_at	0.213266
59043	Wsb2	1421847_at	1418127_a_at	0.213155
69666	Psmg4	1435431_at	1418127_a_at	0.213132
23922	Jtb	1424283_at	1418127_a_at	0.212930
380614	Intu	1444272_at	1418127_a_at	0.212881
22779	Ikzf2	1437542_at	1418127_a_at	0.212834
54138	Atxn10	1438653_x_at	1418127_a_at	0.212784
13559	E2f5	1417444_at	1418127_a_at	0.212602
387524	Znrf2	1434016_at	1418127_a_at	0.212515
68212	Tmbim4	1428050_a_at	1418127_a_at	0.212471
72091	Snhg7	1437538_at	1418127_a_at	0.212463
69981	Tmem30a	1448340_at	1418127_a_at	0.212442
384281	Gatc	1425211_at	1418127_a_at	0.212388
320473	Heatr5b	1439815_at	1418127_a_at	0.212269
18824	Plp2	1453572_a_at	1418127_a_at	0.212235
67300	Cltc	1454626_at	1418127_a_at	0.212188
56431	Dstn	1417124_at	1418127_a_at	0.212161
14651	Hagh	1424172_at	1418127_a_at	0.211950
69955	Fars2	1439406_x_at	1418127_a_at	0.211822
12857	Cox4i1	1448322_a_at	1418127_a_at	0.211638
67723	Cep83os	1428375_at	1418127_a_at	0.211617
24070	Mpdu1	1416104_at	1418127_a_at	0.211597
230848	Zbtb40	1455187_at	1418127_a_at	0.211565
231801	Agfg2	1437642_at	1418127_a_at	0.211533
72344	Usp36	1455237_at	1418127_a_at	0.211486
66771	Gid4	1438006_at	1418127_a_at	0.211462
68980	Wdr53	1428839_at	1418127_a_at	0.211459
67609	4930453N24Rik	1449718_s_at	1418127_a_at	0.211457
53621	Cnot4	1437586_at	1418127_a_at	0.211432
224619	Traf7	1424320_a_at	1418127_a_at	0.211344
170799	Rtkn2	1418108_at	1418127_a_at	0.211272
27406	Abcf3	1426747_at	1418127_a_at	0.211180
54167	Icos	1436598_at	1418127_a_at	0.211157
233405	Vps33b	1427933_at	1418127_a_at	0.211092
58205	Pdcd1lg2	1450290_at	1418127_a_at	0.211023
11492	Adam19	1418402_at	1418127_a_at	0.210995
17082	Il1rl1	1425145_at	1418127_a_at	0.210960
104457	0610010K14Rik	1429252_at	1418127_a_at	0.210682
52898	Rnasek	1429252_at	1418127_a_at	0.210682
67839	Gpsm1	1436917_s_at	1418127_a_at	0.210670
77683	Ehmt1	1454776_at	1418127_a_at	0.210656
14088	Fancc	1450861_at	1418127_a_at	0.210635
215445	Rab11fip3	1457864_at	1418127_a_at	0.210549
214987	Chtf8	1424028_at	1418127_a_at	0.210470
66595	Aste1	1431270_a_at	1418127_a_at	0.210436
19272	Ptprk	1423277_at	1418127_a_at	0.210392
75712	Tmem14a	1428447_at	1418127_a_at	0.210388
233805	Dcun1d3	1436673_at	1418127_a_at	0.210326
403187	Opa3	1455131_at	1418127_a_at	0.210215
228980	Taf4a	1452438_s_at	1418127_a_at	0.210180
67819	Derl1	1433563_s_at	1418127_a_at	0.209894
332359	Tigd3	1447540_at	1418127_a_at	0.209828
620248	Gm6139	1431765_a_at	1418127_a_at	0.209820
639606	Gm10420	1431765_a_at	1418127_a_at	0.209820
667846	Gm8841	1431765_a_at	1418127_a_at	0.209820
667847	Gm8842	1431765_a_at	1418127_a_at	0.209820
14359	Fxr1	1442059_at	1418127_a_at	0.209742
328795	Ubash3a	1456065_at	1418127_a_at	0.209433
67939	Prorsd1	1460456_at	1418127_a_at	0.209333
65113	Ndfip1	1424821_at	1418127_a_at	0.209325
67845	Rnf115	1423615_at	1418127_a_at	0.209261
140629	Ubox5	1418598_at	1418127_a_at	0.209201
67042	Ift27	1424648_at	1418127_a_at	0.209169
72106	Jmjd8	1424743_at	1418127_a_at	0.209145
224023	Klhl22	1426481_at	1418127_a_at	0.209117
21428	Mlx	1418437_a_at	1418127_a_at	0.209075
233833	Tnrc6a	1434898_at	1418127_a_at	0.209063
56513	Pard6a	1449100_at	1418127_a_at	0.209018
117197	Bloc1s4	1459783_s_at	1418127_a_at	0.208953
12305	Ddr1	1435820_x_at	1418127_a_at	0.208937
99889	Arfip1	1454916_s_at	1418127_a_at	0.208813
230098	Arhgef39	1436725_at	1418127_a_at	0.208794
67917	Zcchc3	1428402_at	1418127_a_at	0.208781
14569	Gdi2	1435898_x_at	1418127_a_at	0.208746
76508	2210015D19Rik	1438285_at	1418127_a_at	0.208593
100503125	Gm10913	1454627_a_at	1418127_a_at	0.208587
19944	Rpl29	1454627_a_at	1418127_a_at	0.208587
666642	Gm8210	1454627_a_at	1418127_a_at	0.208587
670211	Gm12508	1454627_a_at	1418127_a_at	0.208587
76871	4930422N03Rik	1453375_at	1418127_a_at	0.208428
102462	Imp3	1416210_at	1418127_a_at	0.208330
71713	Cdc40	1453342_at	1418127_a_at	0.208313
234839	Piezo1	1455157_a_at	1418127_a_at	0.208250
71927	Itfg1	1435637_at	1418127_a_at	0.208201
56473	Fads2	1443838_x_at	1418127_a_at	0.208190
56228	Ube2j1	1448824_at	1418127_a_at	0.208110
14236	Foxn2	1454831_at	1418127_a_at	0.208101
67513	2610002J02Rik	1438154_x_at	1418127_a_at	0.208086
64058	Perp	1416271_at	1418127_a_at	0.208076
83669	Wdr6	1455940_x_at	1418127_a_at	0.208024
114713	Rasa2	1455181_at	1418127_a_at	0.208014
83435	Plekha3	1420840_at	1418127_a_at	0.207965
67538	Zswim3	1428313_at	1418127_a_at	0.207858
226591	Tiprl	1451587_a_at	1418127_a_at	0.207497
72562	Pcbd2	1452621_at	1418127_a_at	0.207406
12048	Bcl2l1	1420888_at	1418127_a_at	0.207352
117171	1110038F14Rik	1416885_at	1418127_a_at	0.207305
14897	Trip12	1423900_at	1418127_a_at	0.207298
70779	Prdm5	1432057_a_at	1418127_a_at	0.207274
69372	Mocs3	1428924_at	1418127_a_at	0.207211
233913	BC017158	1424812_at	1418127_a_at	0.207193
228880	Zmynd8	1456143_at	1418127_a_at	0.207084
66439	2010012O05Rik	1419299_at	1418127_a_at	0.206974
73710	Tubb2b	1452679_at	1418127_a_at	0.206936
53869	Rab11a	1434549_at	1418127_a_at	0.206863
117589	Asb7	1435010_at	1418127_a_at	0.206767
66818	Smim7	1426646_at	1418127_a_at	0.206681
66155	Ufc1	1416327_at	1418127_a_at	0.206399
192662	Arhgdia	1451168_a_at	1418127_a_at	0.206283
320795	Pkn1	1418512_at	1418127_a_at	0.206272
56274	Stk3	1418512_at	1418127_a_at	0.206272
67469	Abhd5	1417566_at	1418127_a_at	0.206248
66508	Lamtor1	1434124_x_at	1418127_a_at	0.206167
22393	Wfs1	1448411_at	1418127_a_at	0.206165
70546	Zdhhc2	1452654_at	1418127_a_at	0.206139
231986	Jazf1	1433894_at	1418127_a_at	0.205916
67763	Prpsap1	1428182_at	1418127_a_at	0.205906
237400	Mex3d	1437627_at	1418127_a_at	0.205892
66875	Swt1	1428654_at	1418127_a_at	0.205837
207175	Cetn4	1436617_at	1418127_a_at	0.205727
26465	Zfp146	1422135_at	1418127_a_at	0.205705
216119	Ybey	1435100_at	1418127_a_at	0.205660
78506	Micu3	1435400_at	1418127_a_at	0.205531
12028	Bax	1416837_at	1418127_a_at	0.205478
18095	Nkx3-1	1416837_at	1418127_a_at	0.205478
18109	Mycn	1417155_at	1418127_a_at	0.205317
14760	Gpr19	1421756_a_at	1418127_a_at	0.205296
23802	Amfr	1450102_a_at	1418127_a_at	0.205135
112407	Egln3	1418649_at	1418127_a_at	0.205010
15077	Hist2h3c1	1460314_s_at	1418127_a_at	0.204981
260423	Hist1h3f	1460314_s_at	1418127_a_at	0.204981
319148	Hist1h3c	1460314_s_at	1418127_a_at	0.204981
319149	Hist1h3d	1460314_s_at	1418127_a_at	0.204981
319150	Hist1h3b	1460314_s_at	1418127_a_at	0.204981
319151	Hist1h3e	1460314_s_at	1418127_a_at	0.204981
319152	Hist1h3h	1460314_s_at	1418127_a_at	0.204981
319153	Hist1h3i	1460314_s_at	1418127_a_at	0.204981
319154	Hist2h3b	1460314_s_at	1418127_a_at	0.204981
360198	Hist1h3a	1460314_s_at	1418127_a_at	0.204981
97114	Hist2h3c2	1460314_s_at	1418127_a_at	0.204981
97908	Hist1h3g	1460314_s_at	1418127_a_at	0.204981
235623	Scap	1433520_at	1418127_a_at	0.204935
66043	Atp5d	1456580_s_at	1418127_a_at	0.204891
327951	Cyb5d1	1436270_at	1418127_a_at	0.204634
74018	Als2	1417783_at	1418127_a_at	0.204580
237859	Ccdc55	1455738_at	1418127_a_at	0.204500
244548	Elmod2	1433730_at	1418127_a_at	0.204466
320714	Trappc11	1433752_s_at	1418127_a_at	0.204424
67789	Dalrd3	1423894_a_at	1418127_a_at	0.204352
14950	H13	1417287_at	1418127_a_at	0.204205
22404	Wiz	1418202_a_at	1418127_a_at	0.204162
235283	Gramd1b	1435402_at	1418127_a_at	0.203995
233789	Smg1	1455657_at	1418127_a_at	0.203955
50930	Tnfsf14	1450298_at	1418127_a_at	0.203838
229512	Smg5	1434546_at	1418127_a_at	0.203833
18032	Nfix	1436363_a_at	1418127_a_at	0.203804
107260	Otub1	1448817_at	1418127_a_at	0.203785
59126	Nek6	1423596_at	1418127_a_at	0.203701
110454	Ly6a	1417185_at	1418127_a_at	0.203460
224727	Bag6	1433890_a_at	1418127_a_at	0.203139
13427	Dync1i2	1415841_at	1418127_a_at	0.203003
74455	Nsun6	1427491_at	1418127_a_at	0.202955
72139	2610044O15Rik8	1428693_at	1418127_a_at	0.202885
66455	Cnpy4	1428325_at	1418127_a_at	0.202818
74206	Sipa1l3	1428493_at	1418127_a_at	0.202805
320541	Slc35e2	1455508_at	1418127_a_at	0.202745
52348	Vps37a	1429363_at	1418127_a_at	0.202702
13859	Eps15l1	1424765_at	1418127_a_at	0.202453
64945	Cldn12	1433781_a_at	1418127_a_at	0.202307
16330	Inpp5b	1451330_a_at	1418127_a_at	0.201959
108954	Ppp1r15b	1436366_at	1418127_a_at	0.201890
54130	Actr1a	1415873_a_at	1418127_a_at	0.201805
73689	Bloc1s2	1429048_at	1418127_a_at	0.201636
320070	D830012I24Rik	1435822_at	1418127_a_at	0.201626
67095	Trak1	1428327_at	1418127_a_at	0.201622
67101	2310039H08Rik	1417348_at	1418127_a_at	0.201573
69752	Zfp511	1429610_a_at	1418127_a_at	0.201543
237246	BC022960	1427198_at	1418127_a_at	0.201427
72181	Nsun4	1424839_a_at	1418127_a_at	0.201327
67116	Cuedc2	1431145_a_at	1418127_a_at	0.201325
210808	Lacc1	1455263_at	1418127_a_at	0.201304
75608	Chmp4b	1451988_s_at	1418127_a_at	0.201173
66226	Trappc2	1432158_a_at	1418127_a_at	0.200977
13340	Slc29a2	1448257_at	1418127_a_at	0.200976
381560	Xkr8	1455704_at	1418127_a_at	0.200889
67899	Cmc1	1431510_s_at	1418127_a_at	0.200812
19317	Qk	1451179_a_at	1418127_a_at	0.200757
77040	Atg16l1	1428169_at	1418127_a_at	0.200691
71770	Ap2b1	1427077_a_at	1418127_a_at	0.200683
229675	Rsbn1	1435174_at	1418127_a_at	0.200559
319693	9130221J17Rik	1443159_at	1418127_a_at	0.200292
55981	Pigb	1421257_at	1418127_a_at	0.200282
68475	Ssna1	1448643_at	1418127_a_at	0.200231
112054	Mobq4	1423167_at	1418127_a_at	0.200226
19070	Mob4	1423167_at	1418127_a_at	0.200226
107684	Coro2a	1452367_at	1418127_a_at	0.200182
69917	Nabp2	1451291_at	1418127_a_at	0.200071
77782	Polq	1453551_at	1418127_a_at	0.199818
70317	Arl16	1452103_at	1418127_a_at	0.199699
76539	Fam204a	1452918_at	1418127_a_at	0.199554
102182	Prmt10	1455916_at	1418127_a_at	0.198998
107767	Scamp1	1426775_s_at	1418127_a_at	0.198974
19053	Ppp2cb	1421823_a_at	1418127_a_at	0.198748
16529	Kcnk5	1421852_at	1418127_a_at	0.198674
666532	Gm13139	1424784_at	1418127_a_at	0.198663
235184	Msantd2	1426232_at	1418127_a_at	0.198581
237926	Rsad1	1437449_at	1418127_a_at	0.198558
18186	Nrp1	1440263_at	1418127_a_at	0.198557
654309	Nrp	1440263_at	1418127_a_at	0.198557
53886	Cdkl2	1449229_a_at	1418127_a_at	0.198550
53892	Ppm1d	1434142_at	1418127_a_at	0.198531
18541	Pcnt	1433873_s_at	1418127_a_at	0.198388
12215	Bsg	1456616_a_at	1418127_a_at	0.198340
109212	Fam64a	1452073_at	1418127_a_at	0.198273
15945	Cxcl10	1418930_at	1418127_a_at	0.198218
59093	Pcbp3	1437722_x_at	1418127_a_at	0.198217
105835	Sgsm3	1432091_a_at	1418127_a_at	0.198127
232889	Pla2g4c	1436712_at	1418127_a_at	0.198079
18207	Nthl1	1419433_at	1418127_a_at	0.197956
106564	Ppcs	1417473_a_at	1418127_a_at	0.197951
71063	Zfp597	1460589_at	1418127_a_at	0.197943
53380	Psmd10	1436559_a_at	1418127_a_at	0.197845
70829	Ccdc93	1426928_at	1418127_a_at	0.197792
212090	Tmem60	1428000_at	1418127_a_at	0.197603
72949	Ccnt2	1427089_at	1418127_a_at	0.197539
233276	Tubgcp5	1426518_at	1418127_a_at	0.197412
71591	Zfp251	1453034_at	1418127_a_at	0.197385
319520	Dusp4	1428834_at	1418127_a_at	0.197324
75590	Dusp9	1428834_at	1418127_a_at	0.197324
18826	Lcp1	1415983_at	1418127_a_at	0.197244
238690	Zfp458	1445824_at	1418127_a_at	0.197088
56447	Copz1	1451825_a_at	1418127_a_at	0.197088
110279	Bcr	1455564_at	1418127_a_at	0.196954
228012	Tlk1	1455024_at	1418127_a_at	0.196920
235533	Gk5	1436210_at	1418127_a_at	0.196917
75692	Nr2c2ap	1428534_at	1418127_a_at	0.196913
52065	Mfhas1	1429005_at	1418127_a_at	0.196873
27388	Ptdss2	1434586_a_at	1418127_a_at	0.196870
106200	Txndc11	1448782_at	1418127_a_at	0.196860
76454	Fbxo31	1417969_at	1418127_a_at	0.196713
231225	Tapt1	1454730_at	1418127_a_at	0.196704
14151	Fech	1449181_at	1418127_a_at	0.196698
208263	Tor1aip1	1426084_a_at	1418127_a_at	0.196659
72055	Slc38a10	1427295_at	1418127_a_at	0.196649
