"NAME","GSM538201","GSM538202","GSM538203","GSM538382","GSM538383","GSM538384","GSM538415","GSM538416","GSM538417"
"BEND6",22.6951,24.9711,23.1463,29.5001,28.1609,30.0449,31.3424,22.4567,32.3455
"CCDC115",87.7941,132.7248,101.9027,113.6498,114.0274,108.4517,84.0072,97.8782,102.1458
"PRSS40",38.5704,40.5574,43.4342,50.3669,31.3273,45.0611,41.0972,43.1575,43.5016
"1700101I19RIK",45.6288,48.3435,45.9542,62.3878,40.5384,61.3328,89.6557,67.4951,61.1679
"FAM168B",1404.801,1370.6339,1444.6457,1522.2484,1498.6096,1490.9883,1202.9586,991.0153,1264.5523
"UGGT1",736.9457,681.5649,699.0062,735.8329,802.6166,693.5182,578.6832,622.0812,725.8625
"NEURL3",645.5559,713.0109,721.4782,299.5734,401.7633,268.1846,439.8857,471.0801,497.714
"KANSL3",413.6176,419.3501,414.126,527.7866,539.954,468.4712,355.648,349.5678,470.9045
"LMAN2L",354.3826,270.5102,197.5216,472.475,791.1187,411.8677,221.6625,154.1256,185.5006
"ANKRD23",159.3286,138.2423,146.3392,219.7027,244.6665,194.5163,107.4701,105.4401,167.7875
"ANKRD39",138.7635,141.8367,150.2107,224.6909,213.5826,192.6384,205.6096,183.0286,180.9381
"SEMA4C",42.7248,61.2833,57.4035,53.1323,63.2492,63.6426,99.9589,106.2954,66.0446
"FAM178B",31.6205,35.6996,38.1238,36.3182,31.8778,49.4176,35.1378,49.6579,45.0271
"ACTR1B",331.1143,340.6127,284.1492,504.3519,447.6948,402.7977,321.0643,358.4043,363.5606
"TMEM131",717.9756,691.948,707.8573,591.8491,616.5793,606.9407,438.044,486.1301,487.136
"GM32899",4109.8783,3842.2758,4362.0303,4904.3807,4509.7898,3899.6802,3333.0014,3969.6047,4932.1455
"COA5",336.2292,341.993,290.2502,419.3509,419.5087,376.9256,292.4939,321.533,385.4688
"MGAT4A",506.146,468.9276,446.4556,201.4303,217.619,165.6495,92.1057,112.8935,217.707
"2010300C02RIK",43.9721,53.7404,65.6835,53.8895,52.0457,75.411,119.5957,97.6191,81.7341
"TSGA10",28.3506,28.6887,28.8968,20.5436,19.7966,21.1736,28.9049,34.3122,26.9019
"MITD1",290.1067,239.1801,215.6699,477.9443,534.1069,455.3808,127.8958,222.8202,266.9458
"LYG2",18.8903,23.0925,22.0078,22.11,18.8919,26.6191,24.3115,26.6037,21.7873
"LYG1",24.2602,24.9579,30.8683,29.2508,27.8174,32.6816,40.7855,42.7107,35.7922
"TXNDC9",415.5778,351.6419,293.9507,378.254,369.2592,305.7411,121.2547,183.1588,162.1539
"REV1",413.9382,397.3903,408.7056,346.9267,346.2719,284.1883,181.0935,206.9799,248.5005
"AFF3",1798.7399,1621.511,1752.8432,646.4822,713.7362,589.6887,619.3641,676.7576,765.9068
"LONRF2",23.1663,29.4371,24.6569,26.3573,28.4504,30.8075,45.2958,47.7343,28.3249
"CHST10",348.453,341.3326,308.0189,332.1134,338.2046,279.7931,261.3331,251.3028,318.1435
"TBC1D8",44.1884,40.4665,46.4793,59.6005,54.0122,63.113,68.7204,57.1123,74.6254
"RNF149",147.2747,125.2975,124.8431,240.5358,243.7763,192.7823,199.5757,232.8093,209.9692
"CREG2",51.2516,55.6633,58.1975,47.5094,62.7586,63.7427,78.3241,79.6527,69.6509
"RFX8",53.5493,59.1371,68.5438,60.8508,50.6032,79.4408,72.4009,59.9744,62.8837
"MFSD9",47.595,61.1185,53.9295,61.5375,65.3165,78.2704,60.3712,67.89,57.0951
"PANTR1",18.2575,18.8409,18.8876,19.8503,19.1562,23.1735,42.1483,44.992,28.4066
"TGFBRAP1",244.8577,215.0185,221.4458,236.0324,250.3723,222.2653,149.8339,190.5738,143.4314
"FHL2",38.6809,49.3704,43.0678,42.1529,55.6392,44.6192,49.7366,50.7513,40.6946
"UXS1",225.0109,209.1508,227.4564,227.7684,225.5735,213.4875,213.8146,208.1694,178.1355
"METTL21C",40.955,35.2353,30.6211,24.2233,29.5546,27.1928,17.6562,23.0925,25.9805
"TEX30",217.0421,218.9239,199.4801,220.1228,250.8241,170.3522,82.5023,124.9566,115.5154
"KDELC1",56.4381,53.4155,58.2672,65.1968,69.5778,78.1236,53.4212,47.8979,40.7784
"METTL21E",19.4639,15.1299,14.6658,14.9152,13.3785,16.562,15.7528,20.5456,13.0376
"COL5A2",34.4444,44.1193,45.834,38.291,35.8233,42.4224,58.0024,66.1031,52.8107
"MYL6",1272.8465,1251.1397,1177.7554,2091.5467,2041.9993,1642.7782,1340.4026,1658.6208,1590.3073
"SLC40A1",24.834,23.8318,29.9211,21.4466,27.9853,28.887,24.3331,26.9381,25.2216
"STK-PS2",13.581,13.6829,19.0717,16.4833,20.5572,22.0011,26.9249,23.1344,19.4269
"SLC39A10",278.2725,316.8601,292.6772,331.9238,326.9444,267.5767,138.0201,143.1463,202.0632
"LOC102633596",853.3872,789.6767,691.2261,891.0621,973.9429,1003.7477,332.4354,432.4738,692.4389
"NABP1",370.1987,329.5392,272.6206,679.1822,775.1447,648.2628,196.6135,249.6858,303.3398
"MYO1B",28.4288,27.5867,27.3718,22.3988,23.9765,29.2867,39.632,30.0788,34.627
"GM6937",1490.2532,1491.8588,1292.2885,2506.3469,2417.6783,2397.4982,1234.2196,1360.2702,1630.4482
"GLS",1231.7745,1155.9871,1172.8414,968.3335,960.3963,980.3317,435.2738,545.017,807.7876
"NAB1",390.985,348.8852,387.2523,383.8679,480.7304,384.5035,188.7822,243.4444,361.4268
"MFSD6",109.6654,88.9231,85.4365,290.6102,312.8571,235.279,129.6283,134.9206,173.3907
"INPP1",190.2655,186.1112,178.3125,349.3368,417.2839,338.5195,212.742,218.6458,311.6622
"1700019D03RIK",18.5683,16.4801,19.9495,14.2246,18.2474,17.7108,17.6423,21.0564,14.6514
"1700019A02RIK",10.4667,10.6078,10.5234,8.8077,10.2551,9.8168,22.1378,15.4834,16.6398
"PMS1",139.3423,148.1059,122.1338,148.4167,131.5652,122.3436,133.469,86.0939,98.7322
"ASNSD1",1160.8036,1009.5349,769.7781,586.4707,604.0641,616.4281,277.6908,340.3133,416.531
"DNAH7C",12.3873,10.8483,12.5675,14.2459,15.3998,15.2886,21.34,23.5438,15.7676
"STK17B",4958.2743,5334.0646,5073.0197,3635.7211,4055.3292,4339.1927,2080.7449,2400.9492,3395.7423
"HECW2",47.8771,41.601,43.8279,39.2948,43.0985,47.197,65.6502,56.5482,44.2119
"GTF3C3",199.7761,174.1638,179.1047,275.2553,268.2002,237.2743,171.5823,156.2366,258.3453
"PGAP1",372.15,276.533,284.9799,22.4965,30.727,27.4869,15.2725,22.2643,12.3562
"ANKRD44",1287.5782,1252.9316,1223.7486,1170.9063,1225.3344,1130.112,818.2551,976.9419,1217.3022
"SF3B1",2572.3407,2761.1821,2832.3652,2175.1178,2406.4947,2295.6867,1300.9349,1570.01,2011.3128
"E330011M16RIK",136.9616,169.6434,177.4975,156.1152,160.0393,210.7128,366.8809,311.1669,240.5898
"HSPD1",554.242,496.6548,444.926,437.782,613.999,429.8553,283.9701,173.1233,380.4934
"ATP5L",482.4686,371.7552,366.967,314.0105,337.3191,239.5822,198.0318,284.0184,261.3868
"RFTN2",164.7588,165.1079,140.4785,70.7644,67.0423,64.12,74.5224,70.6932,72.1364
"BOLL",34.786,27.948,21.5639,83.8134,71.9209,56.4362,42.2578,46.0025,75.3075
"GM6644",884.4345,904.8005,781.4094,1314.7066,1248.3309,1065.7867,902.3713,1320.9762,1302.4356
"HSFY2",11.2871,11.6003,11.3571,10.3624,10.5067,12.735,16.6299,12.5795,12.3694
"SATB2",27.7984,32.8008,30.1589,27.2229,30.0791,30.911,50.3309,44.8536,42.6288
"TYW5",105.346,99.5799,91.0159,107.1383,118.4245,88.1087,53.8427,53.4717,55.2233
"KCTD18",243.8663,192.0713,195.2709,181.418,232.2264,163.7372,110.5277,142.7602,170.293
"CLK1",2737.286,2557.4695,2663.7182,2117.1431,2355.5512,2257.0483,712.308,889.3485,1228.2944
"PPIL3",199.5838,229.7882,198.0805,303.8331,267.5781,250.6916,103.6004,129.3954,189.6918
"ORC2",317.4725,319.3582,269.2548,254.1992,280.8434,218.8894,135.5689,196.5222,244.7028
"FAM126B",201.0244,168.6753,163.9486,176.8092,179.7472,138.4235,71.8421,72.5506,89.2298
"ALS2CR12",22.8827,21.8666,22.6751,20.0276,18.4179,21.6753,32.0257,28.5646,18.7228
"TRAK2",941.0161,849.507,833.6658,570.895,607.3128,573.1498,334.6805,388.5163,516.2
"ALS2CR11",9.657,9.7065,10.0828,9.4657,10.2317,9.9305,19.1796,20.8742,11.3219
"TMEM237",55.9156,45.9576,47.1605,46.8272,38.4185,41.0598,57.9374,80.7378,56.5946
"MPP4",39.6485,39.216,38.3706,37.9265,34.6654,40.1922,62.6151,49.0101,52.0236
"ALS2",246.6104,212.0112,196.6697,172.1789,158.4803,139.0617,117.4313,82.2573,124.7133
"SUMO1",165.9653,132.4041,108.7492,185.0122,207.2043,246.7214,47.2501,40.4365,70.3123
"ICA1L",19.629,22.1891,21.1844,21.8348,21.6594,22.3753,26.2151,33.2655,27.1864
"WDR12",181.2907,162.7799,152.063,279.2527,297.2577,197.6837,77.9411,82.6987,119.8788
"RAPH1",38.1936,37.6659,36.4321,44.5131,55.4148,54.8686,46.1732,43.5572,28.0259
"INO80D",986.6457,868.885,925.9422,559.6799,625.271,581.3818,449.3682,458.3056,612.4959
"NDUFS1",487.9026,490.6781,479.5767,532.1953,512.9563,513.4157,234.1013,317.131,436.7079
"GPR1",41.7157,43.3269,50.7839,35.103,35.5997,52.3751,50.6597,59.9585,48.3711
"PRELID1",837.5705,891.4115,791.6774,1470.6009,1428.9433,1675.4012,925.0453,977.4599,1022.5241
"DYTN",56.6077,59.8853,55.7336,60.5512,65.8951,68.2341,105.4804,105.504,84.7692
"MDH1B",16.5514,19.1522,20.2123,17.9239,18.1029,18.7434,25.329,22.8804,18.9548
"4933402D24RIK",34.1291,35.4839,33.7562,25.5039,30.4316,42.5978,51.6036,43.045,36.8422
"KLF7",307.688,289.8064,284.7419,341.7541,420.7034,353.3204,282.5448,360.1599,366.7933
"METTL21A",75.1499,82.3992,81.4481,187.7346,169.0279,123.3611,110.5737,44.4898,107.9608
"FZD5",98.4762,102.9584,90.1093,111.9369,95.2841,108.7061,176.4141,102.6202,118.19
"PLEKHM3",850.3824,791.3253,757.8153,98.4864,105.6509,92.2353,65.4447,100.6173,89.1144
"RPL10A",3681.237,3644.9641,3474.7016,4675.6473,4638.9439,4630.0351,3461.4852,4290.4539,4574.1272
"AKR1CL",17.6645,18.1743,18.6462,16.99,15.4585,17.3528,25.896,26.3363,23.8297
"CRYGD",9.2809,8.8172,13.0739,13.2275,12.6567,12.1584,12.2803,23.7393,19.3022
"CRYGC",39.5912,38.5768,38.111,36.3826,36.7112,43.8893,54.8922,34.2674,35.6017
"CRYGB",14.5393,14.2977,16.0208,17.1303,21.9134,20.6292,30.2659,39.0193,26.67
"CRYGA",49.5151,47.53,53.8212,46.8549,50.4824,56.3643,102.0961,69.7311,75.7659
"D630023F18RIK",22.5234,23.8068,24.2778,23.5571,20.9166,25.7189,28.0505,34.7764,21.5297
"IDH1",140.9821,137.8059,127.4595,134.0922,157.9761,102.7752,35.222,47.0135,31.1155
"KANSL1L",253.9379,238.3793,229.6317,109.9043,125.6705,96.2656,73.342,68.1422,87.3284
"ACADL",487.7053,494.9737,440.8798,297.494,297.3711,279.8336,140.8406,176.5456,185.1384
"MYL1",15.4058,16.9321,17.4357,10.874,13.8625,13.9588,16.3152,14.788,19.2729
"LANCL1",175.9002,172.8933,155.3929,238.0948,229.2644,206.5898,136.1814,143.4382,156.4339
"ERBB4",27.1906,35.2441,35.3055,31.3638,34.9896,40.7128,44.6634,45.4008,45.7842
"IKZF2",46.202,60.2371,54.9164,255.8408,193.7684,230.0667,120.4672,98.6442,145.8484
"BARD1",52.1613,56.7234,55.5395,48.8977,44.0662,49.4042,61.4341,51.4301,39.6008
"ABCA12",22.4719,23.5728,26.981,28.8409,25.649,27.6608,37.5093,29.0155,32.27
"ACP1",629.529,547.0745,670.3165,350.028,358.0403,325.6941,265.6985,385.1064,445.77
"FN1",27.0821,33.712,39.0278,33.4405,30.2016,44.5858,60.1029,54.9396,42.8212
"MREG",90.0949,97.1395,91.3707,43.6299,51.3527,51.5603,75.4927,92.1581,64.442
"PECR",46.84,47.4156,55.385,35.1155,44.3335,38.774,56.9727,57.2564,39.3108
"MARCH4",33.293,43.9403,53.0686,42.6752,38.7108,57.6576,73.1892,71.0735,50.9759
"ANKAR",15.5721,18.9229,17.3433,22.235,16.2633,17.8778,25.1308,21.7206,16.2721
"IGFBP5",35.1659,37.8448,35.8764,33.5979,34.9097,50.0349,42.8618,52.9532,46.5635
"TNP1",29.0369,26.9947,32.873,28.6257,37.6782,30.4222,47.7676,50.5032,27.4761
"TNS1",69.8924,91.8761,79.679,123.1132,100.377,112.065,200.3569,193.0238,139.381
"CXCR1",56.3005,74.9258,76.6902,137.3487,107.567,129.7444,87.6948,74.7858,86.9247
"AAMP",377.5096,378.4888,359.7592,576.5328,588.1459,416.6538,382.3643,440.0756,410.1514
"TMBIM1",74.3706,65.2044,60.1735,54.614,59.1195,69.0569,94.9844,68.0865,68.1671
"USP37",320.8165,314.9593,294.8902,265.9761,281.7898,214.0609,107.2722,123.4914,185.5095
"ZFP142",351.1812,333.3513,332.6748,346.0113,325.7228,303.4509,236.2879,222.2443,258.5946
"RNF25",296.3862,252.9359,228.983,264.2964,280.0061,237.6794,124.1411,147.9205,177.2711
"PRKAG3",77.044,83.7739,97.8183,77.5032,82.4172,101.8687,90.8808,89.2476,114.4874
"FEV",111.4797,116.3658,142.7921,183.8694,174.5682,207.1134,331.2609,323.6516,216.5385
"CRYBA2",53.9938,63.2,70.8591,64.6954,52.4,82.6834,57.3555,80.6389,64.6482
"MIR375",81.0048,115.7569,131.6653,101.605,118.7789,144.6924,205.0156,158.413,213.1616
"CCDC108",61.5154,76.7352,72.1821,59.4101,63.96,74.2607,123.8492,79.3656,98.9404
"IHH",132.7883,155.2651,183.3151,158.4019,142.7047,177.4239,267.5765,263.9591,211.3324
"NHEJ1",84.885,84.0844,81.3705,91.0122,66.2192,62.6029,73.1309,69.0751,66.7775
"SLC23A3",31.1002,36.0563,36.4012,34.532,36.3922,42.1204,43.0333,53.947,38.4081
"CNPPD1",303.5308,266.2593,245.8439,398.3079,376.0399,321.919,248.9397,412.5074,319.491
"ABCB6",74.9549,67.8731,73.4858,65.8885,58.5652,64.4917,62.962,77.0433,68.4338
"ATG9A",164.4717,167.3197,166.5814,240.8752,223.8552,205.5744,174.9638,221.0085,186.1184
"GLB1L",72.0125,63.1707,65.0942,55.9419,59.8577,61.7093,43.1038,57.3867,58.2035
"TUBA4A",713.5947,653.6632,583.3728,1140.5936,1068.4715,1094.4658,756.9206,816.999,742.9434
"PTPRN",40.0522,54.6997,48.7586,48.7599,50.0838,61.9171,92.0006,74.448,49.1849
"RESP18",15.7664,15.9706,15.6662,16.4308,18.1461,16.4252,33.2881,29.7276,24.2297
"DNPEP",238.3068,229.8624,225.6746,190.1852,207.7127,200.7452,167.7848,209.1352,216.7441
"CHPF",107.4909,114.1905,113.0917,149.0245,150.3761,171.074,249.4323,218.2645,206.2319
"OBSL1",67.1251,70.1769,90.9929,81.6435,78.7265,105.219,93.3711,113.1748,112.5972
"EPHA4",30.0223,30.9053,35.5084,30.1287,35.5189,38.4013,36.5296,47.2679,33.5767
"PAX3",48.867,53.2153,53.1173,43.6869,49.2588,64.2109,71.0558,51.2174,58.763
"FARSB",654.8924,587.1286,598.1942,632.3188,673.2028,625.1883,478.8022,499.6401,600.7939
"BC035947",47.5124,51.0322,43.7223,27.5427,36.4601,41.4259,41.0021,48.2139,38.6034
"UBE2V1",728.7678,746.7153,726.2287,582.7704,610.3122,606.0671,354.3704,459.9241,515.6997
"SCG2",35.8496,34.7506,33.9767,34.9301,43.7377,36.5631,60.1046,50.2534,45.1592
"AP1S3",496.0973,509.8533,497.6969,120.8352,128.5801,131.4019,94.0848,160.2817,133.8334
"WDFY1",147.7272,146.971,169.5049,126.3213,125.3743,119.028,85.3296,119.0991,137.0001
"SERPINE2",29.7874,28.3166,30.7206,34.5395,40.0681,31.9818,48.3675,38.0369,36.4649
"SLC25A5",585.2376,479.6477,454.977,1025.375,878.0963,826.0823,402.7878,566.2885,634.5917
"FAM124B",18.6483,23.3208,29.866,40.9202,44.6461,45.9203,78.562,51.2534,48.6001
"CUL3",1292.7592,1287.191,1294.6398,1252.9821,1352.9919,1351.6224,443.3034,722.4069,930.8598
"DOCK10",1943.5308,1894.5657,2034.0292,1172.4019,1229.8974,1236.3623,880.2967,970.9236,1407.1635
"PLSCR1",54.8019,53.4398,51.5535,49.5999,54.6585,64.4366,40.6771,39.1561,39.532
"IRS1",52.7366,54.7501,56.0334,55.1195,43.3991,54.1401,97.0099,71.6389,68.7419
"COL4A4",81.3121,84.1593,90.9085,92.2988,78.1516,90.7992,149.0705,140.5663,142.5754
"TM4SF20",22.1438,30.3073,29.588,23.054,27.9932,23.0587,22.8736,18.6729,22.0911
"SLC19A3",19.9442,18.5483,22.7096,19.377,22.9758,20.3392,39.7806,34.4869,28.2969
"SPHKAP",18.1872,20.4389,20.3719,23.1633,17.3572,24.9225,37.0984,35.4816,23.8959
"PID1",33.4525,34.3476,42.9582,42.1639,34.1202,53.8262,54.2066,60.4137,40.2404
"DNER",43.0181,39.1122,45.242,59.19,36.0846,46.1086,46.5738,59.4048,45.7958
"TRIP12",1650.812,1560.5044,1589.9079,1746.7544,1694.8737,1571.2393,1095.3741,1105.1543,1611.3729
"SLC16A14",23.2968,25.308,26.6613,29.7732,24.4335,36.2966,53.2028,38.2321,36.7812
"LOC102638047",349.0367,333.7506,276.8928,116.027,102.4654,100.6638,84.5339,99.8892,105.2079
"A530032D15RIK",293.3354,222.1397,224.1881,55.7054,53.422,50.308,86.8466,54.8656,73.7778
"SP140",966.4476,812.2828,749.2979,136.5157,158.5113,148.0461,107.7927,145.5865,190.616
"A630001G21RIK",1206.0001,1287.0378,1078.253,221.5718,262.7007,257.7316,189.8989,109.3598,216.8237
"GPR55",46.6262,48.0478,62.2967,55.0283,53.9671,47.664,53.1097,49.7871,59.5952
"HTR2B",64.6206,58.4705,61.108,39.7201,36.8723,33.8764,36.7317,30.1224,58.504
"NCL",1279.3537,1154.2423,1229.2992,1129.3899,1071.4456,993.588,778.3307,986.6704,1171.6256
"SNORA75",241.1501,186.7736,241.5528,243.9669,167.0473,122.1154,123.8245,136.739,161.4647
"SNORD82",1682.5309,1049.0573,799.5701,883.2321,499.3195,320.2723,192.7236,308.5333,487.8527
"NMUR1",67.6589,80.5345,73.7351,69.8529,68.6693,82.8786,73.2856,77.7508,89.3438
"PDE6D",353.3087,339.5395,295.5812,346.8886,321.4017,312.9547,403.052,354.5555,309.947
"NPPC",58.0529,60.6672,82.2205,65.842,65.6933,75.7643,121.9024,91.9682,79.5141
"RPL6",3603.7109,3820.121,3603.9158,3166.7872,2824.2193,2630.6127,2693.3882,3628.3215,3678.7971
"ALPPL2",54.3817,52.364,51.6852,44.0023,41.9518,48.0744,76.8971,77.4108,69.9062
"ALPI",36.9324,48.1551,46.9137,41.5917,44.615,53.8396,90.2866,58.9588,54.6761
"ECEL1",70.0576,91.3737,89.6533,86.3102,69.0494,97.2997,111.2805,118.8879,91.0056
"KCNJ13",77.7189,86.2001,72.8645,51.7953,60.938,48.1255,76.8593,71.4634,51.3925
"NGEF",50.0655,61.0165,64.5861,66.7549,59.13,66.2182,84.1328,104.3717,81.2589
"USP40",267.338,252.6206,231.1113,212.2951,235.211,195.2581,93.2083,131.7654,171.3132
"DNAJB3",12.5979,14.2122,14.607,18.5343,16.4473,16.8494,25.0488,22.7983,18.478
"HJURP",336.4929,269.4565,301.8215,580.1463,576.6685,516.327,223.2141,223.217,334.1305
"GLRP1",18.5826,19.9732,21.7067,17.1663,16.5748,18.0327,31.2668,27.3408,16.7183
"ARL4C",39.6047,60.9999,62.2887,472.9922,462.2515,463.6295,560.9017,566.9889,663.1278
"GBX2",65.8935,66.0944,71.8228,62.5034,68.4789,98.92,77.4381,81.2972,77.8037
"ASB18",75.4867,69.5228,78.4603,80.4893,64.9587,73.9983,81.0271,92.6642,82.9679
"IQCA",24.6533,26.1334,24.9147,23.6198,22.1552,24.9458,34.9397,45.5391,30.6567
"COL6A3",67.3275,78.4004,93.6585,71.7645,77.3992,94.5218,90.1109,88.1741,82.6705
"RAB17",60.9322,61.9716,67.09,51.5623,56.4519,76.5993,79.1558,59.1458,64.0119
"ILKAP",457.9041,471.7847,415.2463,402.5964,417.5979,280.3576,297.9214,356.9929,350.0585
"HES6",142.9179,152.6366,149.6862,183.6029,185.788,195.8754,157.1622,149.6603,194.5178
"PER2",123.6346,97.8746,107.2477,69.4839,71.2086,73.8983,92.7945,66.1253,73.643
"HDAC4",196.9397,207.5846,208.0831,375.7246,441.7965,432.8293,393.4104,409.2942,481.2665
"NDUFA10",539.6175,530.1531,497.2201,763.2615,732.2592,687.3818,839.0928,1050.2022,877.8439
"OLFR1416",23.9557,28.8273,36.91,25.2457,27.8721,38.1871,48.1882,36.8569,28.8067
"OLFR1414",56.8529,64.7382,75.6562,61.5664,52.8604,71.5194,61.4341,57.4147,66.8658
"MYEOV2",211.2156,183.9413,186.7978,293.9954,322.7835,266.851,305.7999,301.4819,283.62
"OTOS",42.6661,49.2591,54.1347,50.2135,44.3751,63.0675,54.7426,43.1106,55.2897
"ANKMY1",47.4177,49.3975,46.4505,55.6888,37.9739,53.4316,53.8775,72.803,53.1671
"9430060I03RIK",82.8866,76.8987,94.2852,82.5114,88.912,123.9141,134.4523,120.1606,118.9668
"KIF1A",53.8487,54.9762,63.0891,49.5011,55.2283,77.3948,80.6407,69.5321,71.8509
"2310007B03RIK",68.0459,73.8487,67.3713,63.9087,63.6734,68.4604,90.4254,66.6347,77.1564
"MTERF4",117.1741,105.7686,99.4439,130.2501,108.4209,111.5876,80.0821,93.0143,96.0226
"GM6133",8410.975,7912.4263,8136.0363,9112.1869,8967.5189,9883.7417,6040.8562,7202.1686,7813.0503
"PASK",52.3123,48.9531,56.4814,57.418,62.4612,63.5783,78.3459,50.453,71.6304
"HDLBP",848.8233,846.1377,842.4018,815.3901,890.4874,773.8198,783.3297,759.9573,919.6598
"STK25",454.7999,402.9042,423.4981,435.2373,471.3694,398.9856,390.7424,316.6718,347.1481
"THAP4",103.8625,114.466,98.364,108.7031,121.041,100.2705,153.2953,143.4111,140.3177
"DTYMK",303.2243,268.4284,272.1147,312.8,366.4788,321.7792,210.794,181.5431,246.9392
"PDCD1",52.4936,54.3661,57.1689,90.0775,136.2691,109.8467,65.7235,56.9376,67.2946
"ST8SIA4",861.4423,890.2402,870.4487,466.8319,471.6035,361.1977,157.7637,189.7106,215.5957
"SLCO4C1",12.1607,15.8472,12.9548,12.5446,15.0703,13.6209,18.5642,25.0448,16.9359
"SLCO6B1",11.9558,12.9587,12.1778,13.3204,14.3994,13.9469,17.89,13.225,16.4914
"SLCO6C1",17.8397,19.0125,19.3169,19.736,20.177,16.3969,32.784,21.8776,24.1827
"D1ERTD622E",396.5624,351.2961,392.2434,198.7474,200.807,160.8049,168.1007,164.9451,160.9682
"PPIP5K2",684.4744,629.9799,615.2411,522.7923,497.9855,417.63,211.277,279.2615,400.2383
"PAM",48.3484,54.4293,55.9029,99.8626,88.8636,104.7275,93.3013,113.1931,90.4868
"PRDX2",328.5333,336.9683,303.4148,511.4371,493.1709,482.2703,297.9073,211.6439,280.7764
"RNF152",22.1459,25.708,32.1655,23.9071,26.053,33.2557,37.8771,33.9311,24.4506
"PIGN",444.046,451.6697,428.3211,337.4946,335.7623,284.7698,149.8546,179.6968,298.1425
"BCL2",626.5176,632.104,739.0126,751.109,670.7615,646.6172,469.4347,486.2207,689.5886
"KDSR",277.8432,234.9045,234.6858,339.6739,360.2618,297.7618,174.0182,238.0186,242.6965
"VPS4B",1111.8245,1138.2895,1128.9651,1073.0673,1144.9016,1062.1674,832.0856,1134.4817,1099.8487
"SERPINB3A",6.1666,5.7264,6.1698,7.7769,7.2274,6.2599,7.9661,6.8517,7.015
"SERPINB3D",11.5197,11.0897,11.2161,10.4528,9.4278,12.1329,17.0962,13.8013,13.6266
"SERPINB3B",7.9745,8.3949,7.2212,8.721,7.8836,8.6607,25.7115,11.2877,7.2825
"SERPINB3C",6.8568,7.2007,7.1152,8.3277,8.1345,6.8407,18.2359,9.1341,11.1132
"CDH19",8.9989,9.1927,9.6456,9.1181,8.8578,11.0378,11.6079,10.3514,9.7132
"DSEL",22.8504,22.5889,25.1771,39.7564,34.8014,30.981,41.1549,34.5062,24.1514
"TSN",603.408,543.3695,440.9081,804.5704,799.5653,748.4316,318.369,336.4301,341.0741
"2900060B14RIK",5.8632,5.9059,5.4508,5.3253,6.382,5.069,9.7805,6.3967,7.5214
"GLI2",65.7171,64.3979,71.0057,66.2939,62.6128,79.0749,63.571,71.5328,92.841
"INHBB",32.1777,39.5451,43.5907,44.3132,42.3469,55.1512,67.7155,60.1347,64.726
"RALB",94.3582,90.947,91.9648,109.3472,110.8429,98.6501,122.5892,137.055,115.8176
"EPB41L5",79.9664,65.6295,74.3605,52.6366,55.0923,60.7236,65.7823,52.2046,60.8225
"PTPN4",338.6359,331.2163,261.7209,168.5586,155.9739,156.7122,91.6674,149.8048,164.803
"TMEM177",97.2944,97.2848,85.0488,98.3333,100.8089,89.9872,63.3429,67.2425,89.4385
"CFAP221",30.3946,29.0795,29.695,33.4648,28.4082,36.0266,46.1446,35.985,38.7626
"TMEM37",28.1069,31.8175,42.2824,37.2986,35.8903,35.5949,53.4272,48.2514,44.166
"DBI",122.2345,123.677,114.7937,226.4985,215.1326,163.0151,98.9652,121.5314,143.2367
"STEAP3",89.5796,88.5453,97.3723,88.5579,99.6889,118.328,125.4904,125.2208,107.0359
"MARCO",36.5063,41.4722,46.23,37.3984,39.2141,48.1249,56.8918,54.2531,52.0131
"INSIG2",310.551,323.0505,287.7626,294.579,288.5634,243.828,155.3628,172.5593,209.9016
"HTR5B",30.0945,36.9676,40.5883,27.5133,31.4223,49.2984,53.8907,56.5064,47.7177
"DDX18",1031.8222,952.2886,994.1806,948.585,1094.1569,1069.4127,910.9893,991.3469,980.9968
"DPP10",14.4039,14.2835,14.6565,15.488,14.897,17.4938,21.1227,19.9041,15.6602
"ACTR3",2792.0097,2422.6634,2527.9495,2630.385,2483.1407,2793.3758,1854.7585,2035.8439,2327.1263
"LYPD1",74.6074,81.3108,99.6473,77.2044,70.0927,97.6377,91.9643,112.0155,92.3655
"NCKAP5",28.684,35.6622,35.647,31.9458,29.2021,39.4749,58.2123,36.9573,44.1152
"RPL27A",2273.7169,2153.3352,2012.253,3045.0423,3025.1238,3216.3759,2435.5638,2573.3866,2586.8349
"TMEM163",254.5646,318.5589,301.4255,63.6506,63.4469,84.286,54.2357,74.7681,78.8478
"MAP3K19",286.5021,221.187,233.2463,24.8783,24.9616,35.7776,28.1287,39.0316,25.3476
"ZRANB3",153.3551,138.0398,140.8902,96.1582,94.4586,85.5603,102.1267,122.5873,138.3286
"LCT",50.3393,62.7164,64.1171,59.3045,51.2511,69.9451,91.5977,94.174,73.2492
"MCM6",380.6877,346.0959,321.9669,413.0597,411.8453,367.9121,413.3572,437.5818,571.9538
"DARS",690.6639,645.3652,672.2632,864.2325,802.5158,1013.8886,376.5396,441.2807,647.6109
"CXCR4",2957.1684,3753.105,4533.795,2011.6971,3882.9166,1551.6438,1638.0135,1419.7857,1242.9179
"CD55B",148.8849,153.6572,79.1618,19.5097,20.8423,25.6624,29.4993,24.0186,19.3492
