"NAME","GSM538201","GSM538202","GSM538203","GSM538382","GSM538383","GSM538384","GSM538415","GSM538416","GSM538417"
"GM10568",17.0909,17.3489,16.4665,14.9898,18.0008,16.6467,32.2411,21.4387,15.9123
"LYPLA1",431.2015,408.2598,331.9817,516.4775,531.9853,448.9976,237.6924,303.8532,409.2292
"TCEA1",810.3735,844.6121,906.4834,691.6768,712.4182,684.0045,635.6455,668.6578,951.5933
"ATP6V1H",236.4256,249.9791,233.2962,238.6163,223.8046,197.1325,153.4182,217.3426,187.3958
"OPRK1",14.0646,14.4037,15.2078,14.6635,11.9609,17.026,19.7425,18.9801,15.3087
"RB1CC1",399.9497,387.526,363.1551,301.5142,343.3366,263.6739,122.0731,98.3959,163.4197
"FAM150A",9.2036,10.3802,11.9267,10.6424,9.9638,8.4135,20.9193,16.5359,10.6624
"ST18",32.2425,37.7647,41.9117,37.4535,37.1372,38.3358,69.1192,58.341,48.041
"PCMTD1",493.4657,519.5323,515.5995,287.76,300.0599,290.7489,134.4255,206.3018,273.1699
"AHCY",376.1794,412.0006,388.6355,548.3268,522.015,428.2653,437.4204,499.3426,480.7934
"RRS1",298.7628,207.691,205.207,254.1769,205.5448,166.3478,246.4159,237.711,293.6705
"ADHFE1",44.1681,44.2468,45.4369,44.5115,44.0653,48.4603,42.0889,42.7197,65.0711
"GM6793",2796.0287,2540.9923,2635.6779,2530.8622,2584.7495,2349.0639,1304.7148,1828.5579,2347.3766
"3110035E14RIK",21.6118,26.5695,24.7893,24.4289,22.6547,26.6321,30.504,27.9137,37.1772
"SGK3",639.9653,659.4524,576.5443,412.3379,466.1042,425.7022,216.3884,302.6434,309.7967
"MCMDC2",45.341,38.9332,30.3705,30.1648,28.6924,32.3722,39.346,37.9556,26.419
"CSPP1",321.8509,289.3443,231.1031,192.179,209.2509,176.0884,125.4968,111.6291,121.9468
"PREX2",17.8781,16.8964,18.8168,17.1183,16.6561,18.4416,25.0173,24.8871,23.9483
"A830018L16RIK",16.9485,17.7191,20.2027,15.0618,19.5506,20.2177,31.0009,18.8702,22.9939
"SULF1",26.7003,27.069,26.1179,26.9913,23.4641,24.9546,33.216,29.5453,28.0407
"XKR9",11.8209,11.4801,13.8836,11.302,11.1206,13.6077,21.1118,14.7474,19.5296
"GM9947",23.401,29.3053,33.6907,23.7472,27.3024,34.8916,39.9402,40.9497,47.7864
"RPL5",3797.4161,3442.8458,3446.1838,4261.4675,3933.2584,4076.9315,2946.1619,3416.1133,3824.7096
"KCNB2",26.4339,27.3502,31.2818,31.2977,24.6313,29.0012,20.5622,36.2459,31.012
"TERF1",538.3758,454.2774,447.9192,413.1605,421.2883,288.7858,150.3846,173.6666,236.6997
"RDH10",232.4814,235.3556,234.0575,222.092,246.2717,224.339,141.1528,157.4149,201.5313
"TMEM70",194.9186,191.6226,162.9227,209.5412,214.357,222.7698,161.6123,223.8897,220.5161
"LY96",44.1208,30.8182,27.1283,22.3261,22.7872,19.74,15.7965,22.3502,13.5336
"GDAP1",13.4318,14.8704,15.1083,15.3876,15.831,16.5959,18.573,15.8783,17.2102
"PI15",15.0204,15.5581,15.4608,18.6917,15.3453,16.1885,19.9242,18.1861,20.8525
"CRISPLD1",44.2362,42.4474,50.2696,45.1429,44.2464,50.694,44.5763,56.3722,48.1124
"TFAP2D",24.332,26.6931,28.6066,24.7583,24.2728,28.836,42.4423,39.7028,35.8451
"TFAP2B",31.1972,24.8849,28.9534,27.2902,29.6823,29.8322,42.5462,37.2862,39.837
"IARS",461.3016,423.2428,342.7958,365.9926,345.0588,253.4678,172.8725,168.3561,314.427
"MIR206",6.9813,6.7728,6.6798,8.1714,7.9376,6.9504,8.105,8.6202,8.3277
"LINC-MD1",51.226,66.7991,74.1312,59.1013,66.3782,65.5643,109.5694,89.992,69.1424
"IL17A",55.6251,63.7128,62.0792,68.1254,61.7181,68.5686,157.69,116.2683,90.1794
"PAQR8",72.092,68.0675,79.3615,110.1092,109.0388,94.3739,101.6065,92.2002,102.7183
"EFHC1",44.43,46.3714,48.4168,62.6973,43.3759,56.2438,95.4247,60.3421,74.9303
"TMEM14A",50.1305,35.7385,57.6505,60.7665,58.1833,56.8902,44.3318,65.7718,50.5798
"GSTA3",38.8243,37.6108,45.0225,46.007,40.5721,40.9418,53.5623,41.5398,50.1867
"CETN4",17.0773,13.8529,15.4984,18.0032,15.0263,17.5828,16.6308,23.6648,15.5051
"KHDC1A",10.9484,11.3934,11.6161,9.0787,8.9912,11.0725,17.0844,8.25,13.5903
"KHDC1C",33.5837,32.1643,38.7519,44.1293,42.5228,49.6118,41.3736,54.6353,42.0789
"MIR30A",26.4559,28.3228,31.1254,25.2756,23.6135,24.8835,36.3291,40.5738,31.7472
"MIR30C-2",11.5654,11.9881,13.3381,11.9353,11.977,13.4555,11.6798,13.2866,13.0989
"B3GAT2",69.1711,81.8536,82.92,74.4537,76.1326,73.6699,89.4432,56.4478,72.6316
"SDHAF4",39.9813,39.2033,47.2466,46.2707,42.7626,45.9158,95.5784,83.7033,76.3816
"COL9A1",70.703,93.8775,91.4739,57.9518,55.0224,90.08,106.0009,94.6688,93.358
"LMBRD1",1120.5413,1157.7973,1136.0411,290.417,318.0665,270.7032,131.2187,130.4392,174.7851
"GM9884",29.4089,37.795,34.6728,29.5328,29.163,34.4513,40.8808,35.98,27.2097
"CDK10",286.8245,253.8058,237.4257,253.2517,242.7782,252.0988,177.4577,148.1175,217.2344
"LGSN",38.9118,40.3425,39.8156,43.2544,37.5907,54.2632,69.8986,63.232,44.1759
"PIH1D3",7.9772,10.5533,9.1429,12.3441,9.6472,10.8371,11.6978,10.9018,9.8184
"PAOX",103.1468,140.4991,131.9293,196.5536,198.759,208.4218,217.9054,228.3015,208.3847
"KHDRBS2",15.6237,15.4204,17.2789,14.6281,17.6445,18.2319,24.9339,17.635,24.1677
"1700001G17RIK",65.0938,56.2008,60.6243,78.4166,70.3591,86.4816,110.0609,105.4365,75.6224
"RAB23",79.3753,77.272,69.4646,76.827,77.3676,85.0843,84.5578,54.0992,52.1023
"DST",35.9158,37.7851,43.0118,46.1117,51.1997,56.6606,56.1189,60.4384,47.077
"IMP4",446.0984,397.7069,401.3677,607.9993,632.1294,555.0684,524.812,390.1245,466.9282
"D1ERTD448E",306.4191,255.5933,260.9252,353.6618,276.1197,295.488,130.4144,176.5915,130.7478
"PTPN18",95.2605,91.8831,102.05,105.6123,87.2437,126.2698,96.1845,73.8942,81.6859
"PRSS39",32.3719,42.6595,43.7781,28.7065,37.3864,43.2659,43.8308,39.4996,40.0019
"CFC1",51.6954,65.065,72.1491,62.4611,64.1076,77.1056,96.0145,104.8311,66.3075
"AMER3",37.0778,40.5542,48.2576,40.5822,35.9078,54.8724,45.4816,61.0992,73.0452
"ARHGEF4",129.8516,132.793,123.7915,228.6642,227.8822,209.4276,176.0402,209.4326,216.9748
"PLEKHB2",409.9283,455.1756,458.8973,452.0741,526.4447,425.8536,263.9088,278.2503,396.5943
"HS6ST1",214.8985,196.4706,191.6724,210.0596,239.9391,204.5487,225.4087,237.7483,220.7182
"ARID5A",299.4041,327.0287,324.1192,530.2933,459.9898,459.4188,376.7515,434.5313,470.2049
"CNNM4",208.4875,170.7598,187.1266,130.575,142.5392,126.8755,106.5302,120.2109,108.9849
"CNNM3",259.4783,221.2639,216.7626,283.6315,284.1956,291.769,262.9909,204.7038,236.304
"COX5B",552.4997,534.5597,500.9941,686.386,670.7792,708.1484,521.0115,694.9445,578.956
"ZAP70",41.0262,39.2664,45.5998,812.3332,796.5015,785.8087,557.8899,584.476,562.7535
"VWA3B",34.2483,35.555,43.6966,44.0321,39.8356,46.3824,55.5805,81.0314,61.6922
"CNGA3",35.1074,35.7913,39.4502,32.0558,35.3861,36.6358,60.6712,50.2209,39.074
"INPP4A",251.2426,219.7714,203.5455,597.944,640.6061,544.8693,231.3639,273.0643,268.1431
"UNC50",347.0425,330.3716,307.2025,274.3173,298.2738,258.455,143.7966,155.1901,207.2322
"LIPT1",69.8386,85.3695,68.2806,68.9589,88.7973,54.4466,56.5739,79.8515,60.9633
"MRPL30",337.0173,360.2196,317.7643,370.0084,400.4841,388.8138,302.6172,385.5692,352.9306
"EIF5B",388.6371,358.5953,361.2077,294.022,327.4081,267.3217,120.1451,218.5057,219.6669
"NMS",33.3694,47.12,37.2412,37.3822,35.8018,44.9647,62.7844,51.5334,46.1138
"PDCL3",137.3459,151.9128,147.775,185.9198,190.9386,147.1702,99.65,141.8642,158.6495
"NPAS2",24.9833,25.021,28.9742,32.9842,26.695,43.1578,40.4063,33.3392,34.1482
"RPL31-PS12",2021.8558,1939.015,1695.2939,3684.4189,3431.4331,3255.1075,1719.6293,2028.0909,2072.6099
"CNOT11",478.186,470.7199,448.5399,461.1961,455.7202,467.2209,279.4979,326.8882,447.4699
"MAP4K4",554.7387,536.6678,559.0989,675.6321,637.1536,519.4176,532.1063,629.8958,796.9323
"IL1R2",29.7254,31.5891,33.992,37.0715,28.9389,36.7353,55.3061,42.3979,39.3877
"IL1R1",16.0141,20.9631,21.8738,20.5511,19.3035,20.5343,30.5209,23.1491,19.867
"IL1RL2",17.3874,16.9995,16.4074,176.2139,183.2723,115.8381,48.4227,45.477,59.8224
"IL1RL1",28.1975,27.6932,27.6863,31.8617,38.974,41.8842,46.2636,26.5878,28.4181
"IL18R1",19.6776,24.1728,26.4583,167.0328,164.813,133.9253,49.4655,73.3568,115.7643
"IL18RAP",27.8983,32.8969,29.3242,49.0447,40.0804,49.1514,57.0168,92.3098,83.6854
"SLC9A4",43.6607,46.5509,54.7193,47.2713,35.3199,54.1635,65.7303,65.1551,71.7721
"SLC9A2",37.5684,41.8806,41.9698,38.5494,45.2529,47.9031,41.0843,51.525,44.0419
"TMEM182",41.3945,52.0211,49.4153,45.7209,44.9757,53.3331,53.8755,64.599,61.2143
"GM9915",32.3251,36.5818,39.0464,33.2979,28.4742,41.7977,54.5673,57.0043,31.6773
"POU3F3",59.5646,76.3285,81.7265,79.9095,65.5271,81.0456,106.634,127.5527,118.4586
"MRPS9",269.0694,261.6432,242.3881,243.3237,231.6846,235.7315,224.0077,207.3173,264.8984
"GPR45",35.0555,37.4912,43.2915,33.2168,32.9333,50.388,66.7694,49.3037,41.3281
"8430432A02RIK",46.5602,56.5377,43.0754,48.1134,53.3576,54.6196,38.3208,51.1021,42.2227
"AI597479",189.5168,186.4733,177.0086,195.6265,220.2547,176.2321,97.3007,169.6717,165.7942
"LOC102640295",2015.5133,2025.7649,1681.966,2939.6411,2871.9993,3416.4227,1695.3657,1968.9042,1972.1594
"NCK2",131.8268,118.8741,130.7048,233.3672,236.3849,215.5641,288.5394,188.2572,243.3451
"1500015O10RIK",55.4101,45.6022,55.5314,42.7015,45.5098,49.165,64.6506,67.0572,70.8917
"TPP2",668.7068,612.875,592.9443,772.6866,865.8205,880.5889,247.6612,291.3927,483.747
"BIVM",63.2297,58.9181,60.8632,79.871,73.133,69.4968,60.2901,77.7506,78.6067
"ERCC5",244.7279,199.8125,212.4212,238.9421,307.5225,250.9149,166.2179,193.4913,261.7269
"GULP1",10.165,10.2128,9.5495,11.08,9.7746,10.6241,14.9285,12.3881,11.1456
"COL3A1",62.8112,79.1225,81.7916,63.9151,72.2964,97.9034,114.6792,96.1731,79.112
"WDR75",397.8716,356.7711,285.376,323.8967,341.0842,284.6269,233.0419,232.4225,279.7541
"RPL23A",3715.9372,3448.7453,3593.0996,4347.2603,4405.5702,4282.1294,3255.3205,3607.9513,3886.3961
"DNAH7B",14.5528,12.5222,14.4663,15.2621,13.4106,15.5645,17.8543,19.7796,15.1315
"TMEFF2",33.6394,40.9258,35.6444,34.8069,30.0761,35.819,38.9613,35.8727,31.4356
"SDPR",24.0565,22.7511,22.1919,19.7502,23.5088,25.4679,22.0563,24.8615,20.2581
"STAT4",1599.9152,1689.6742,1202.2209,1018.7472,1267.8635,1210.5232,768.5863,1050.1445,1307.1397
"STAT1",1809.2398,1706.9279,1528.1192,2287.9422,2534.1886,2429.5097,1453.6234,1573.1464,2447.6332
"TMEM194B",725.8457,647.1043,549.0119,419.4349,454.4618,393.8629,139.6527,205.2184,285.5286
"HIBCH",108.6698,98.4855,88.5691,134.4534,147.7564,88.5391,48.5292,62.7307,88.8828
"MSTN",17.2802,17.8045,17.6171,19.9149,20.7894,22.2451,28.891,27.3914,28.9701
"ORMDL1",226.8406,214.0397,181.3021,271.2646,282.5721,168.7573,148.5729,127.6081,176.1851
"OSGEPL1",157.7322,155.5659,131.2762,105.9409,124.5013,80.2333,59.8574,61.7457,93.3805
"CCDC150",21.684,17.989,21.0738,18.423,17.2684,21.3163,38.0714,27.6305,21.9104
"COQ10B",203.5216,175.115,177.4127,187.9661,204.0163,177.8065,196.0246,180.3054,162.7366
"HSPE1",839.671,775.6312,598.5063,978.3818,1198.1747,1044.5864,442.0895,616.3723,741.4793
"MOB4",589.4595,511.2286,447.5516,453.9496,436.0234,366.2477,145.518,154.94,235.9929
"GM10561",44.3488,33.3063,24.3157,12.6704,11.8361,10.9329,13.8656,12.8331,11.1173
"MARS2",375.4599,391.857,298.5393,255.1866,257.501,198.8008,130.6463,232.7824,184.1071
"PLCL1",48.6119,47.5459,48.3436,89.7055,71.419,69.0532,82.7063,78.4483,65.199
"1700066M21RIK",193.3642,181.2039,188.5742,165.0059,167.8043,225.0414,243.0756,215.5305,191.4339
"9430016H08RIK",82.3366,71.4776,58.1561,71.1674,78.8495,59.9825,37.2749,53.1153,59.3185
"SPATS2L",41.8015,50.6534,50.67,54.6434,62.9258,70.5022,70.9899,84.6477,68.8278
"SGOL2A",44.0702,47.2055,40.2603,36.6047,41.4775,37.8367,38.1431,52.5879,52.9705
"AOX1",41.393,55.2606,41.7836,43.2296,46.933,54.7479,56.838,52.3567,53.4935
"AOX3",23.0169,26.7999,28.4895,20.9042,22.6028,33.1518,30.1863,41.2349,28.2201
"AOX4",38.037,41.9603,47.9041,41.1928,41.7859,51.2184,81.6441,57.1122,47.067
"AOX2",31.6438,35.4694,36.0676,32.4332,30.0432,36.8393,64.9916,30.0627,41.1067
"BZW1",1729.241,1611.0161,1699.223,1758.9206,1663.22,1670.3465,886.2663,1011.456,1189.9595
"NIF3L1",134.7289,132.7579,161.6709,252.9054,257.6796,170.1431,124.832,127.2767,154.8494
"NDUFB3",92.4397,96.5351,71.4841,98.5666,113.7896,99.7982,66.3416,66.0984,67.7138
"CBX3",659.936,679.0753,570.6754,755.9191,756.7355,865.7398,204.5989,303.0792,445.552
"CFLAR",341.5529,336.3972,286.2648,571.5569,554.0416,508.8829,202.6434,223.8168,341.0297
"CASP8",947.7601,849.0394,779.3326,1090.9229,1119.4234,1173.5975,579.0709,584.3497,806.955
"STRADB",258.838,241.302,239.7333,179.7031,175.257,155.6204,115.8225,139.0653,110.1331
"G730003C15RIK",83.3721,96.6187,107.9277,116.319,112.2858,124.71,214.2161,191.8686,196.7916
"CDK15",25.6501,30.8235,35.8859,35.2223,25.9795,37.5003,45.738,37.1063,39.9882
"FZD7",35.9737,39.8178,40.4359,36.2328,32.0536,43.8402,89.072,47.6181,53.3826
"GM973",22.8396,28.4936,28.7258,27.2126,25.9728,36.4,28.916,30.6243,30.6378
"NOP58",500.5912,443.2152,436.7871,577.4249,649.2736,643.2072,192.2173,294.312,405.2725
"BMPR2",57.3603,54.1703,52.6742,122.6323,125.3495,111.0237,80.5259,80.9459,100.5149
"FAM117B",602.3423,637.5079,651.2755,457.235,557.8187,508.1474,487.1344,639.8422,522.5902
"CARF",157.5729,127.2712,128.1643,90.0821,101.6996,81.9084,48.6403,57.7837,66.8031
"NBEAL1",316.8502,276.4333,274.8709,174.0902,191.7329,153.7585,90.6911,74.2958,118.617
"CYP20A1",178.5686,152.7071,140.0437,101.6546,122.6184,87.8506,75.0769,71.0983,104.8677
"ABI2",70.8498,76.5215,60.4614,117.9812,118.3083,119.7468,135.0265,75.0478,116.243
"EIF4A1",1542.8346,1412.3542,1318.4541,2096.1489,1952.417,1686.2186,1477.8396,1679.242,1857.3448
"CD28",26.3965,30.6811,31.2245,1553.2334,1778.6348,1577.3908,256.9557,367.4867,528.1831
"CTLA4",38.3764,28.9598,32.4938,195.4948,193.6122,160.6868,55.1568,56.4692,46.6927
"ICOS",45.8699,42.6089,48.5361,510.538,506.7165,530.0063,262.0099,309.5461,350.4373
"RPL17",4597.2743,4330.453,4365.4658,6564.9431,6454.7908,7063.9371,2883.2052,3503.9928,4164.8334
"PARD3B",101.496,104.5095,102.9171,70.8508,67.7641,87.0238,97.2645,92.4647,107.0019
"NRP2",43.9513,49.5005,55.2321,51.8971,59.1832,63.0178,89.4256,70.9355,52.9468
"EEF1B2",893.3298,846.7005,768.504,1561.3928,1421.7815,1364.797,1349.6707,1871.4908,1630.4978
"SNORA41",106.388,78.3229,71.5426,95.4895,89.0599,60.9094,45.3366,42.5287,80.5426
"ZDBF2",18.5314,17.61,22.6615,23.1606,21.3507,24.1653,40.9846,33.8087,26.0514
"ADAM23",30.2885,28.8277,27.7812,31.06,30.3238,38.904,32.7514,37.1129,37.0356
"FASTKD2",144.8415,134.6005,113.2995,116.016,122.0263,105.8809,50.9906,88.477,115.0536
"GM13749",16.5014,15.7781,14.5449,14.6896,13.4636,12.6978,27.4902,19.4433,17.4362
"CREB1",987.4704,1032.9196,956.687,895.6068,941.9067,787.021,643.0843,746.0709,797.9475
"CCNYL1",367.0524,306.8027,334.28,161.8538,167.5013,165.2698,122.7086,96.245,148.1325
"PIKFYVE",821.0802,813.9054,801.792,364.6888,352.3119,265.6628,217.5355,195.9363,216.7491
"PTH2R",21.3778,22.2838,24.21,24.0183,20.1883,25.2513,33.9216,41.2002,28.553
"CRYGF",41.5457,37.5114,44.1491,45.052,46.9979,48.6485,48.7832,53.4686,50.7017
"A730034C02",28.7405,33.8342,31.5592,35.2742,31.7553,37.1236,35.7658,43.497,36.5835
"UNC80",43.3202,45.4722,46.5676,46.0558,39.6835,50.4163,58.7015,58.4591,54.3794
"RPE",370.301,365.8499,340.5521,399.1642,380.8981,342.0339,223.5771,241.9024,323.168
"CPS1",35.2664,43.176,43.0305,39.9184,38.546,49.9115,49.8605,61.7823,42.4612
"SPAG16",13.8124,12.0851,12.2233,14.327,11.8715,14.7635,23.1156,16.2404,13.4303
"VWC2L",33.1015,37.8502,37.9798,30.8949,33.4051,38.142,48.6508,62.2369,47.8724
"ATIC",600.2718,530.4248,596.0012,971.8059,920.6019,728.3768,927.8293,1099.0093,1059.1448
"APOL7D",50.5061,47.7675,51.0933,63.5605,70.3576,63.4229,141.7145,156.1273,80.8913
"RPL21",4476.8322,4473.1138,4041.9852,4829.4502,4311.2904,5095.6555,2831.6014,3472.8485,3625.5332
"TMEM169",39.9791,43.3882,47.1124,56.2567,36.7999,60.2953,69.1263,53.2635,56.7236
"XRCC5",485.4865,390.2264,419.5683,406.7298,406.3842,371.2228,249.9912,328.1174,367.3225
"SMARCAL1",329.8642,289.2485,300.7937,202.9201,228.7348,180.4362,179.7276,187.4803,228.38
"MIR682",2794.5504,2639.6114,2484.5166,2118.9226,2048.9465,1688.9093,2535.6666,2972.355,3082.5378
"IGFBP2",53.1449,66.1027,64.8406,62.6222,66.4349,92.1062,103.3226,95.7393,99.4801
"RUFY4",40.2065,49.3993,58.0088,41.8462,44.3833,53.5696,63.9235,64.1034,51.0488
"CXCR2",12.8314,11.8053,13.6423,13.0812,15.7604,17.4583,27.2744,17.9578,11.1611
"ARPC2",1907.107,1798.1312,1689.4609,1794.691,1727.3811,1520.4674,1497.3709,1308.4347,1679.8249
"GPBAR1",104.4249,125.6494,133.5557,122.7224,114.6646,119.5461,169.4568,149.8883,143.667
"PNKD",88.9213,99.6237,93.2844,109.7636,97.6334,124.3868,156.0394,110.7626,123.9133
"CATIP",24.5487,26.8956,25.3849,29.7502,25.9348,29.61,40.3483,33.4573,30.8665
"SLC11A1",45.0866,45.893,54.1095,63.4196,44.5962,64.5247,77.669,67.3469,68.0263
"CTDSP1",802.0915,747.4749,720.4683,623.9563,603.9842,679.8897,720.8537,912.4538,790.9817
"MIR26B",101.1031,81.5226,75.215,48.3679,55.8788,67.8545,84.0692,54.129,66.6724
"VIL1",29.5105,35.7954,33.6613,31.9737,28.2138,31.3139,33.122,31.7718,36.5928
"CNOT9",280.5033,256.3522,239.9711,307.1522,284.5654,263.0985,261.3858,178.7525,261.54
"PLCD4",32.8932,35.2085,36.2153,35.0858,34.0115,34.3945,44.9205,36.4527,49.9569
"BCS1L",187.6051,159.8865,166.1145,178.3666,196.6104,169.3741,140.2278,187.6268,180.0063
"STK36",52.1105,58.9754,64.6945,70.7238,55.304,67.781,103.8972,77.2732,68.8369
"TTLL4",437.5132,413.4577,391.6296,488.5446,492.903,480.0623,197.4094,262.7476,345.041
"CYP27A1",230.8533,211.3388,211.9395,61.8549,54.1738,78.0871,109.7495,111.641,66.9961
"WNT6",45.0612,57.0011,69.9038,77.9304,69.2463,94.4035,125.4337,141.6252,127.9552
"WNT10A",81.6945,131.3522,132.0749,118.5434,105.3058,155.3581,203.3048,177.0406,160.6092
"CDK5R2",117.1166,146.0135,146.3598,126.0588,127.3729,187.4141,222.9847,173.4186,190.1696
"FAM134A",372.8654,350.4364,293.1596,406.6206,377.039,410.6356,335.7587,332.9668,314.8348
"ZFAND2B",206.8303,193.7736,198.3128,237.4093,238.1828,242.271,202.3846,195.711,191.473
"ANKZF1",197.2843,186.4422,165.5853,195.9139,230.6003,199.0922,143.0217,155.5451,167.6335
"STK16",269.5073,242.3213,232.6224,367.7414,357.4309,355.1079,214.7856,281.6248,273.4403
"DNAJB2",127.5439,105.8353,101.4274,117.753,119.1403,99.5899,84.1037,77.8006,97.1767
"DES",42.0015,46.0021,46.0948,44.9113,40.6095,52.0457,83.2557,100.9229,67.4809
"SPEG",58.718,63.9422,76.2367,52.6349,50.8158,57.5854,98.3765,62.8822,66.8958
"GMPPA",206.3385,227.0224,217.7591,307.8942,297.886,243.1948,245.7626,241.5369,222.477
"ASIC4",66.3927,72.7057,85.4343,72.3188,76.0296,109.6845,125.0778,112.5594,102.6729
"TMEM198",54.1275,55.0547,58.3252,50.8414,54.6947,62.8907,83.9288,84.5358,73.4062
"INHA",41.5669,49.9818,51.212,41.0833,44.8861,56.8065,77.3939,105.9418,50.6373
"STK11IP",288.7634,299.2779,299.1709,172.6601,192.1668,157.5408,204.6833,194.483,190.6095
"SLC4A3",72.6861,81.2102,92.0177,70.1994,69.4659,86.4148,104.4889,91.6398,99.0809
"SGPP2",51.2652,58.2387,60.1309,48.1801,51.9897,65.7618,82.6047,89.7448,60.7034
"MOGAT1",20.0727,21.0921,25.3209,19.733,21.1839,34.6778,24.629,51.6406,33.2682
"UTP14B",193.0811,180.9745,197.8481,135.7246,131.3046,107.145,60.1017,56.7655,44.2102
"KCNE4",28.9824,36.424,36.9946,29.6427,30.3957,39.222,46.2405,46.5425,44.1899
"GM10555",14.8422,15.044,11.9481,16.0864,9.7389,13.4872,15.9879,16.429,11.9046
"MRPL44",158.2915,146.811,146.6449,225.0861,176.1245,179.0724,141.4881,135.2964,110.3111
"9830004L10RIK",8.5175,7.0682,7.937,10.2859,8.6103,9.2275,16.5824,22.4494,8.3451
"NYAP2",16.6756,16.8284,20.1498,25.2728,19.7754,23.4988,30.3238,23.1344,24.5067
"RHBDD1",213.8976,185.6576,220.0139,224.0839,240.6554,198.4629,185.5972,201.3305,240.8354
"COL4A3",65.5367,76.7827,86.6136,71.5169,70.7083,81.726,98.8969,102.2592,102.0634
"MFF",488.8485,492.2446,451.9594,468.1842,495.5077,426.8917,280.1955,380.8822,426.224
"AGFG1",1483.9697,1460.6993,1460.1124,2201.5725,2339.0433,2283.2977,1548.4521,1637.5198,1934.1248
"CCL20",40.7072,45.0925,53.5694,28.8814,38.405,37.9224,32.3903,25.5286,39.0489
"DAW1",12.2557,12.6498,11.6779,9.7659,10.7303,12.5265,20.167,17.7256,15.8164
"FBXO36",87.3378,93.8525,95.9924,94.7043,108.1908,121.3953,133.973,141.0901,131.3507
"LOC101055758",543.4201,506.1347,425.1934,35.9662,26.24,47.8973,30.8123,30.5287,50.8944
"RPL19",6335.8314,5897.2181,5984.6195,6015.9381,5752.7878,7033.0181,6240.3177,7060.1652,6983.6515
"LOC102634459",458.9656,389.9381,307.5628,46.1616,49.6758,36.8455,36.4491,35.987,39.5931
"A530040E14RIK",648.8227,632.5713,625.4355,68.1515,56.233,60.0719,75.9916,98.408,81.2389
"GM15753",706.2471,684.5527,613.9702,506.9845,471.2623,560.8168,370.5214,421.0227,516.748
"G530012D18RIK",178.0676,152.3645,162.7925,78.4595,84.6291,66.5483,57.2001,115.2692,131.8807
"LOC101055672",827.7539,765.7175,675.8242,169.008,181.0037,139.3529,165.3556,208.8538,268.8692
"SP100",2657.8031,2420.6624,2442.1156,1970.7962,2088.2201,2451.1224,1334.5179,1585.7923,1961.2117
"CAB39",1349.1471,1344.4162,1238.8117,1597.134,1647.5033,1745.1283,1088.7781,1154.1134,1277.025
"ITM2C",73.6537,83.2185,110.9582,615.6809,582.8058,640.8975,447.1855,461.7775,436.8301
"4933407L21RIK",59.6383,57.3641,73.3239,49.2419,51.8935,63.3914,76.9512,39.5701,71.1342
"SPATA3",18.9291,21.2043,24.0855,22.6415,24.6236,24.7686,34.9799,37.9582,30.319
"2810459M11RIK",32.3139,36.6342,40.3592,46.5845,32.8398,43.0459,56.1957,46.4978,43.954
"PSMD1",468.1883,488.0433,467.2477,488.8414,496.5185,410.9661,329.5264,293.135,362.3284
"ARMC9",66.9611,62.4639,61.6327,65.7265,81.3816,83.6309,70.6243,69.7161,74.3418
"B3GNT7",129.9009,98.2522,114.6279,81.374,79.7405,106.6042,131.0232,149.5449,145.1524
"C130036L24RIK",111.5532,117.862,122.0878,167.6346,135.5181,156.2419,204.4361,206.5953,232.2766
"1700019O17RIK",88.4014,111.5064,124.7489,118.2543,103.6659,146.2814,152.6503,161.1868,146.6018
"GM12504",2082.7953,2361.8066,1808.4722,1505.381,1397.0702,1787.4452,741.4367,1146.3473,1090.9128
"COPS7B",289.9012,293.4851,265.7359,310.7627,353.8295,294.9486,191.0172,208.6374,229.048
"DIS3L2",246.9466,227.9666,236.3102,235.4883,215.8757,219.132,155.9846,189.5834,204.4322
"AKP3",72.9787,82.4481,86.7302,87.4445,79.4063,86.5142,121.5857,135.0976,101.3132
"CHRND",43.0271,51.086,53.4703,39.0606,53.9967,58.0586,39.9501,66.6698,76.6394
"CHRNG",51.8936,69.485,65.9214,62.7972,62.6063,69.4778,123.3356,108.1929,96.5283
"EIF4E2",377.9213,355.327,343.7397,433.8361,446.0158,339.2462,270.6386,298.756,399.1302
"EFHD1",30.4477,29.6913,35.4447,37.9532,37.9503,37.3533,58.3867,60.9236,53.3688
"GIGYF2",494.4315,498.6895,503.0929,475.9127,507.132,419.2182,250.5694,321.2093,389.6122
"NEU2",30.0158,38.157,38.7699,33.1841,37.8067,35.0946,36.407,34.5218,32.7386
"3110079O15RIK",52.1512,71.3308,68.4648,67.5318,54.7073,86.6062,133.4544,99.4466,80.7374
"INPP5D",2203.7478,2177.2411,2172.7582,1076.5238,1124.6063,1116.7825,896.0746,680.1176,997.7562
"ATG16L1",423.7638,412.8102,354.8308,390.4615,408.2344,343.9579,208.4159,202.8008,269.9704
"5830472F04RIK",146.4832,119.4849,113.019,167.8086,166.5532,123.4148,65.3973,77.9956,88.2327
"SAG",65.8734,57.4449,63.8145,78.5182,62.5304,66.8569,66.1681,66.3775,58.0583
"DGKD",2015.488,1894.6884,1894.7485,1217.332,1230.6245,992.0385,648.6898,736.8288,893.3381
"UGT1A1",30.8588,38.2312,36.778,30.3455,34.0484,40.9043,47.6588,49.9161,36.6552
