GeneSymbol,proB_CLP_BM,proB_FrA_BM,proB_FrBC_BM,preB_FrC_BM,preB_FrD_BM,B_FrE_BM,B_FrF_BM,B_Fo_Sp,preT_ETP_Th,preT_DN2_Th,preT_DN3A_Th,preT_DN3B_Th,T_DN4_Th,T_DP_Th,T_4SP24._Th,T_8SP24._Th,T_4Nve_Sp,T_8Nve_Sp
MNT,197.727,230.85,206.805,182.87,231.082,274.259,293.71,252.654,238.185,211.912,247.177,200.044,221.26,242.919,231.17,227.086,225.275,273.394
TSR1,674.014,488.502,510.409,592.82,214.178,519.563,409.405,616.155,812.312,945.099,853.68,1277.28,1125.23,193.789,691.445,741.69,691.496,569.524
SMG6,563.025,501.473,568.11,690.734,720.774,620.148,472.456,507.675,527.645,557.724,640.573,460.757,485.706,483.514,466.696,452.756,414.164,368.127
MIR212,168.55,223.366,179.778,158.277,201.344,201.695,212.431,156.614,180.655,168.162,193.327,170.436,184.914,267.269,217.16,196.096,194.32,272.214
MIR132,25.1908,33.2635,25.9077,22.7549,32.2791,30.9537,30.5741,23.8486,29.268,23.4951,30.0585,21.5436,23.4481,36.0077,27.4977,28.5947,23.3691,40.9755
RTN4RL1,171.017,196.434,76.1311,73.9387,81.7886,90.3309,88.3256,94.6873,123.037,216.655,192.93,178.717,192.391,251.282,322.012,294.692,323.33,292.928
SMYD4,98.7543,92.0859,81.7796,128.414,88.8764,84.5669,130.249,132.599,97.72,122.59,93.8413,123.211,135.828,81.5455,117.683,115.529,122.009,83.4439
MIR22,55.7957,59.6188,48.6763,53.3958,55.2682,59.6294,55.5096,52.0405,70.6208,57.536,57.085,55.0073,54.7966,65.0398,47.0284,41.8391,53.8773,47.36
TLCD2,95.9337,81.515,73.5635,65.6192,59.9474,71.5485,60.84,56.2202,150.819,140.952,94.9773,85.4213,64.4305,78.2139,56.6618,64.394,48.0211,56.6956
PRPF8,1479.97,1028.44,1600.03,1996.68,1397.15,1943.28,1359.93,1645.9,1630.84,1661.07,1502.7,1843.4,1551.32,1128.85,1824.1,1776.94,1531.43,1354.07
RILP,72.3546,82.3146,79.3698,69.7759,83.6201,90.612,71.5322,54.7065,74.5503,69.635,69.113,70.3323,72.2726,94.3611,73.9118,75.5389,73.9959,99.3649
SCARF1,106.059,124.457,87.5863,95.6323,112.529,118.734,121.651,96.3523,93.8895,88.6164,107.977,91.6203,94.8885,136.502,112.103,93.3426,104.953,128.843
SLC43A2,243.289,215.443,261.469,173.671,409.87,352.024,300.435,242.813,322.654,227.246,242.432,119.332,179.482,533.13,274.364,411.646,245.3,377.514
PITPNA,1919.61,1802.48,1852.19,1689.56,1462.27,1820.14,1665.72,2214.65,2422.54,2471.71,2394.76,2485.41,2494.33,1125.44,1810.14,1848.08,2404.51,1438.85
INPP5K,810.172,712.123,747.48,586.335,1108,855.266,873.279,837.782,805.755,632.569,848.225,491.689,638.103,779.376,682.774,674.3,698.793,536.621
MYO1C,417.576,489.597,1461.76,1235.51,2024.54,2256.62,1523.69,1535.89,227.575,220.779,187.044,270.937,287.344,280.474,140.334,143.492,134.167,131.295
CRK,523.15,432.85,667.147,620.131,658.331,650.596,705.876,749.122,528.677,452.062,334.82,393.428,413.685,417.608,406.759,397.967,524.057,338.511
YWHAE,1713.65,1572.62,2023.91,2592.62,1609.95,1230.14,894.897,1220.28,2232.73,2276.98,1786.81,2696.26,2793.3,1281.53,1099.42,1169.86,955.158,667.595
1700016K19RIK,85.0446,105.584,88.5887,73.6656,93.1366,101.852,103.834,81.0309,86.5266,87.7893,103.991,85.2895,93.9892,120.179,90.96,96.3921,94.2192,113.832
FAM57A,51.737,54.8536,45.7332,49.8957,49.0221,56.4944,52.3382,56.8384,55.414,61.8157,59.991,59.4607,59.1839,50.438,63.2997,64.2633,65.41,64.184
GEMIN4,104.885,89.2404,113.095,131.927,92.2012,105.126,96.9797,140.931,98.4862,138.544,149.926,220.824,147.47,78.6441,148.414,141.218,121.431,138.778
DBIL5,20.6117,22.6124,21.216,19.3341,25.1347,21.3947,21.9087,22.0103,20.4702,21.08,20.7269,22.6747,19.8923,24.5004,19.2858,19.2141,22.1412,22.2992
RNMTL1,167.714,153.511,147.99,184.841,128.428,138.506,167.134,150.402,178.477,206.91,215.569,351.77,249.222,128.798,173.795,199.61,162.522,176.488
TIMM22,154.238,132.244,185.216,206.384,180.638,173.895,139.351,130.36,160.587,171.484,174.929,193.979,177.493,148.937,170.933,185.285,143.466,119.313
RPL36,1665.25,1426.6,1377.65,1742.4,945.789,872.429,1433.71,1594.15,3868.09,3106.31,3229.86,3369.4,2975.09,850.946,2089.92,2293.18,3246.93,1844.91
BHLHA9,60.2466,78.3337,67.8664,58.341,72.8133,71.7552,64.8466,58.1006,58.5303,59.0777,55.9384,64.3897,66.8873,72.3536,73.4113,63.6439,57.6593,89.7877
TUSC5,52.0477,64.5451,52.9532,45.4069,53.3524,65.3133,61.8595,46.7101,62.7025,54.174,64.9386,55.2089,60.2901,68.807,52.8651,47.8395,55.9752,56.5395
TMIGD1,19.59,20.7359,18.5379,19.3881,19.6796,19.7746,20.2671,19.1054,18.9157,21.215,19.6276,19.8989,20.1149,23.204,17.88,18.3948,18.9217,23.4448
BLMH,805.802,688.071,805.589,972.603,637.59,497.262,311.958,368.45,753.73,906.07,559.872,873.995,951.253,264.355,391.754,576.736,360.899,356.749
SLC6A4,43.5745,56.4293,42.7646,43.4447,47.7978,50.3798,53.4927,42.6564,42.1404,41.1774,47.2976,40.7489,43.4922,70.4479,48.6587,51.2743,46.3969,56.0586
SSH2,755.402,713.743,881.224,726.78,1204.29,802.389,998.933,1243.24,583.416,357.387,338.515,307.483,437.94,276.803,1172.47,1258.51,1419.49,1051.46
HSP90AA1,4447.11,3464.02,3422.26,5711.78,2004.77,1455.46,1538.6,2477.64,4585.07,5096.73,1837.3,5117.37,4413.91,1482.15,1448.62,1548.08,3382.13,932.732
CORO6,75.6844,94.5582,73.5132,69.247,82.7096,94.2993,75.9276,80.1584,80.0296,79.5715,80.6624,71.9332,83.4173,107.802,83.3126,82.3364,79.4947,100.953
GIT1,402.115,351.938,430.544,377.154,270.751,308.387,321.407,290.731,466.713,537.159,554.203,639.237,518.316,366.639,452.111,430.997,331.939,355.9
ABHD15,367.785,384.268,206.976,123.585,114.75,114.82,112.55,91.6527,328.631,349.458,448.428,180.273,134.554,276.166,197.277,417.471,151.511,299.464
NUFIP2,467.513,411.095,481.312,539.745,446.92,426.69,483.672,606.881,371.682,292.174,234.61,308.795,301.571,342.148,365.247,330.98,497.568,263.891
MYO18A,345.751,319.801,275.002,234.601,324.609,493.344,353.236,380.481,344.76,260.177,246.579,257.941,287.366,469.511,264.687,262.191,268.439,216.212
SEZ6,86.4569,97.9301,80.3137,76.7864,90.189,92.8682,93.1902,80.7566,82.296,80.8923,83.9994,79.5775,89.8319,98.3974,91.2968,85.2169,82.8317,97.8426
PHF12,989.642,795.764,1178.87,1185.94,1218.76,1323.14,1180.02,1238.48,940.139,990.615,1137.93,909.344,954.218,1050.83,1116.61,996.57,940.113,905.59
DHRS13,47.3387,41.1832,41.9322,33.8559,28.5718,31.2585,31.143,28.1038,60.5906,79.6883,63.7519,127.388,92.5117,58.4644,52.6847,42.2222,78.2078,41.5685
FLOT2,169.528,162.874,149.93,125.996,102.489,111.849,109.471,90.5895,140.095,165.665,168.703,187.317,216.375,248.328,269.014,240.577,203.256,142.643
MIR144,6.27481,6.12467,6.7741,6.53925,7.16648,7.43136,6.64828,6.57387,6.23895,6.26135,7.02525,6.81335,6.28563,7.99041,6.74331,6.46381,6.36667,8.1975
MIR451,15.2295,16.7246,16.667,17.4693,18.3502,17.486,16.8455,17.9176,14.6998,16.6295,16.6099,18.4412,19.0111,21.5333,16.1847,17.7246,17.5033,25.8097
BC017647,234.708,192.752,174.634,180.842,185.753,215.134,252.419,237.031,314.447,236.124,270.536,250.382,233.783,182.394,303.085,258.725,298.772,240.307
TLCD1,86.1157,76.2171,73.62,125.833,74.3129,63.9545,61.1642,73.9168,112.521,135.615,210.597,214.034,149.234,89.2048,86.0818,90.6105,92.2758,74.4728
RAB34,48.7339,54.0186,51.6431,45.5038,52.7703,52.278,54.5201,43.9332,60.8072,47.8009,54.8466,55.1388,48.2395,71.9833,55.5234,60.1786,45.3569,68.4878
PROCA1,56.6263,68.71,53.8541,56.6514,57.9479,69.2858,66.7657,64.4468,60.1673,60.7751,59.2923,56.6734,60.0964,68.4516,66.1901,52.0456,58.9057,73.3979
SDF2,223.76,221.996,206.728,203.076,246.371,290.588,326.983,299.753,329.185,242.568,260.934,186.176,231.357,194.069,207.275,231.484,304.017,219.348
2610507B11RIK,826.033,697.257,828.612,1036.29,793.502,803.783,806.441,841.429,843.44,964.489,978.815,1071.65,950.771,717.842,792.182,919.895,716.478,667.91
BC030499,46.4885,56.704,48.0376,48.3879,45.7347,47.6852,55.9122,63.9446,49.5909,50.1038,50.7668,55.9089,52.4049,56.6813,50.2599,48.5283,50.3951,55.5373
SPAG5,252.323,246.507,366.671,960.891,365.492,101.718,37.0009,30.9686,147.507,328.801,110.776,484.319,440.508,152.343,115.944,152.025,34.1811,48.8923
ALDOC,64.1363,74.4107,57.7811,58.0198,52.3815,59.8502,91.0358,99.062,124.987,129.52,220.961,76.5583,63.2268,60.098,64.9859,59.0971,70.4164,68.5664
PIGS,276.546,234.84,276.277,300.939,301.65,424.331,412.811,393.556,324.444,349.106,451.986,403.41,376.334,274.1,503.728,528.323,442.112,519.165
UNC119,262.686,185.189,176.711,138.462,180.496,301.512,346.456,342.594,197.676,205.324,161.712,131.72,128.259,115.241,159.499,152.348,142.956,129.099
SLC46A1,66.3956,68.493,69.8279,77.4854,72.3032,71.701,63.8112,61.8397,67.745,55.3144,71.975,64.4215,68.7784,78.0074,76.1046,62.9659,56.2424,79.0738
VTN,38.3345,44.4503,33.0298,41.6816,49.9107,41.8384,43.9234,38.9066,38.3411,40.1625,41.2123,37.2383,46.3322,51.7335,36.318,39.2378,38.2722,46.7804
SEBOX,53.0606,59.4188,47.5557,52.0041,64.512,64.144,59.4455,69.8149,52.375,58.3806,54.2165,51.3228,53.1151,69.7288,57.4946,51.2123,53.5239,65.2443
POLDIP2,364.609,273.505,306.582,429.01,199.723,214.267,197.074,200.66,533.849,622.539,542.323,709.066,476.66,150.331,289.623,291.728,220.271,188.201
IFT20,439.244,361.948,399.106,478.97,329.33,361.096,316.291,395.956,668.624,789.917,958.419,752.576,893.112,324.204,470.455,397.996,707.982,235.317
1810012P15RIK,80.4526,75.0169,71.4801,72.7694,63.9195,78.7134,81.1129,70.3963,82.8218,75.3546,109.706,79.316,77.2487,78.8378,79.3604,72.4433,88.5499,81.6011
NOS2,45.9344,54.4454,46.3936,51.6572,48.6373,52.8536,46.6025,47.0744,43.8687,49.1694,55.5946,49.4461,51.1629,57.5379,48.5289,52.4459,48.242,64.4227
KSR1,70.0978,80.33,80.2775,67.3737,78.2184,79.686,73.6776,71.1868,66.029,71.176,86.375,69.1244,79.1306,109.737,78.5268,67.9923,79.3435,95.9538
NF1,315.576,238.947,366.54,295.355,245.866,291.323,281.114,383.584,358.632,256.181,338.622,288.947,261.909,235.048,139.175,143.253,155.034,111.105
RAB11FIP4,84.1687,99.8652,68.6777,67.8733,90.0229,88.9495,96.5097,73.3331,89.0412,84.3387,387.43,215.954,191.675,209.854,288.759,249.932,215.278,218.214
MIR193,43.7562,46.2661,41.7966,50.726,48.8009,57.4149,51.9296,48.4275,43.2384,48.0662,47.1507,48.4139,55.7795,58.7261,43.6172,42.2074,46.4788,59.9134
MIR365-2,32.9629,37.0035,29.7237,30.9872,35.5083,39.166,39.4975,36.0685,32.4028,32.8825,30.913,30.2703,32.8453,34.6217,28.798,27.8097,32.2877,31.8078
GM10387,44.0707,44.6461,43.0571,39.1794,40.7727,49.0853,45.5721,38.9724,41.3849,38.6923,43.6093,44.3853,40.1143,54.9667,45.4175,42.3575,39.7318,49.9604
SUZ12,898.5,876.284,1145.19,1912.75,1030.93,633.882,529.848,750.179,672.902,800.442,413.077,787.704,836.826,707.469,617.399,589.286,610.117,368.244
ATAD5,281.779,230.859,274.198,577.135,181.412,79.3421,51.5018,63.0361,205.77,377.745,147.96,363.244,389.251,133.15,76.6022,104.715,54.8763,39.4981
ADAP2,40.6457,43.727,35.1677,43.2752,36.1084,42.3481,48.2146,37.9062,37.9168,38.3926,47.9721,40.4189,37.419,52.8121,38.4416,40.9368,34.424,44.7738
RNF135,95.4286,85.9764,77.208,80.6657,84.0535,85.1295,82.3363,84.7354,134.788,136.515,128.17,75.9272,66.1581,51.2524,62.9164,63.8629,72.7102,73.609
RHOT1,216.767,165.84,184.989,211.131,162.701,149.564,190.821,238.765,260.44,269.16,220.951,272.936,239.354,130.4,166.244,185.663,239.152,120.49
RHBDL3,112.389,125.097,83.5056,82.2896,89.8564,106.246,100.348,81.272,88.2407,81.6639,93.1658,90.5283,96.4291,102.229,94.11,86.8602,92.802,108.356
ZFP207,1251.55,1019.02,1184.8,1239.11,1276.04,972.77,928.989,1102.52,794.539,870.616,1231.55,1026.38,1131.44,870.009,808.694,784.614,1056.37,568.646
PSMD11,584.826,495.235,697.836,828.045,653.055,602.665,552.807,694.55,702.448,934.413,874.552,1225.15,1055.39,507.323,679.64,712.875,752.059,527.001
CDK5R1,170.761,176.976,163.313,204.605,303.114,185.356,141.233,148.165,124.835,103.603,100.293,130.478,140.339,193.675,135.261,117.522,125.858,143.091
TMEM98,100.184,104.21,176.896,152.997,106.026,78.9509,70.2891,48.8662,106.363,90.5764,58.6787,57.2896,52.1243,94.8372,56.7486,62.8754,59.208,85.078
SPACA3,65.9646,76.7741,65.0731,58.6979,86.1773,77.6599,84.1174,65.1451,60.0597,58.7803,64.7172,59.2063,62.6603,95.148,71.153,65.2061,65.7796,95.1253
CCL2,37.3484,44.4673,35.9044,34.4777,37.24,48.25,42.953,40.6727,43.0022,36.6381,43.2348,35.52,43.662,42.6657,34.9954,32.1711,41.2917,48.0784
CCL7,65.243,72.5301,71.0277,69.8906,76.9223,83.2208,83.5118,74.7229,74.2906,69.3867,86.434,74.6607,72.8661,92.0167,62.8405,68.3564,74.0399,103.82
CCL11,50.475,50.476,56.5945,57.9494,66.2317,63.6707,59.6636,62.4539,56.648,54.8993,64.942,63.9093,67.9049,87.6166,68.7207,70.2992,70.2989,81.0622
CCL12,19.5476,19.0688,21.6758,19.0789,21.1374,22.0787,22.2523,18.3939,20.3195,19.6491,20.8873,21.6586,23.0912,29.8533,23.9651,20.8951,22.3754,32.3103
CCL8,17.4028,21.6798,20.2402,19.8075,20.5301,23.8836,18.6855,18.4827,19.0467,17.8125,21.4006,22.4924,20.7651,26.3034,20.7062,17.9753,21.794,21.4798
TMEM132E,58.4254,65.3002,168.888,93.9944,273.652,95.6094,67.391,53.6123,59.0107,58.6487,66.6758,56.4747,59.1378,85.0196,65.1623,64.2875,60.9867,75.6621
GM11426,82.9138,95.9655,75.1849,81.2271,85.4334,93.6939,80.0521,82.2578,72.5655,77.8707,77.1235,69.2224,74.0239,114.401,84.1504,96.4341,72.3285,108.928
ZFP830,133.569,103.174,163.268,149.775,156.869,141.699,150.607,195.667,205.382,187.891,172.727,173.147,175.08,125.349,149.799,132.354,214.877,102.591
LIG3,235.603,186.713,253.26,258.906,211.038,212.88,173.311,193.874,280.654,294.946,315.988,359.323,288.278,154.363,261.438,243.399,245.033,177.381
FNDC8,39.1306,46.0244,32.9908,37.6038,44.8247,47.4552,43.8573,42.2084,38.4572,36.2604,46.0988,43.745,44.9469,56.5398,44.7593,39.3827,43.203,56.2729
UNC45B,47.4571,58.3159,42.4135,45.361,51.2556,52.6886,61.381,48.8535,52.4289,57.8477,48.4533,47.654,53.6261,64.7736,50.9599,50.2854,51.3844,65.018
SLFN5,103.997,89.3682,66.5913,39.6527,57.0948,205.406,268.502,379.242,137.445,50.9965,49.2487,30.2063,81.7574,76.5556,713.214,311.457,641.476,256.048
SLFN2,372.604,260.491,317.796,110.764,1016.3,891.937,1258.84,1444.19,73.8996,61.4757,226.205,105.378,177.542,428.575,2146.41,1441.98,1514.76,1157.27
SLFN1,203.732,125.681,38.8279,46.4976,58.7234,58.9981,63.3163,41.0051,35.809,33.6589,35.9989,32.1413,52.2831,45.8417,2219.05,1207.24,2006.4,921.147
SLFN4,375.504,219.608,47.0024,59.8667,53.0576,50.7427,57.5777,34.5268,36.7239,37.7102,35.0868,37.1725,40.5276,39.9372,35.8924,35.0756,40.068,41.2931
SLFN3,230.999,194.877,170.454,432.323,146.062,98.2346,84.7775,108.605,204.709,362.698,142.244,466.052,465.812,118.346,278.871,164.891,148.723,83.2814
SNORD7,51.4051,56.4884,66.7453,65.1987,64.6581,56.7117,58.5266,60.7036,40.1697,38.7652,42.3176,55.4511,51.4709,62.2086,47.8098,51.6962,56.9047,42.2078
AP2B1,710.481,534.617,769.649,826.9,747.179,945.975,964.157,1175.73,593.091,662.341,617.919,670.808,733.62,514.202,798.144,841.927,683.496,641.12
RASL10B,52.2649,61.8699,45.7709,50.829,54.2555,60.8544,55.6074,49.7647,58.7658,49.453,54.9813,54.0564,52.4805,81.905,59.175,59.6409,51.2302,65.6657
1700020L24RIK,99.4499,98.5013,82.9699,82.3912,88.0397,70.7018,74.3991,58.8867,87.1765,95.6358,84.5635,87.1587,74.518,81.1872,97.9874,84.488,82.702,90.4036
TAF15,709.821,654.492,729.68,1013.51,681.177,615.674,608.641,736.455,550.643,690.518,404.344,575.418,623.27,375.912,461.858,525.104,489.216,314.279
E230016K23RIK,26.7745,29.9124,31.0579,21.5101,27.9713,27.4414,30.975,27.0705,24.9966,25.8283,30.5063,29.6568,27.1594,38.8846,28.0704,27.1447,30.5301,33.1668
CCL4,67.5487,61.8371,48.0359,45.676,49.8039,59.3726,48.5125,48.4921,223.579,69.2614,61.5122,49.297,49.1622,50.8655,48.6273,52.1531,49.5497,48.6885
GM11428,107.893,65.4369,24.5674,25.9182,29.2174,31.7222,66.7271,46.0077,35.4024,17.7043,24.9635,23.9458,23.8466,31.9378,31.274,27.887,24.9709,30.7415
EXPI,43.7474,36.9379,27.4092,27.6741,31.2026,29.5069,35.1377,33.2463,30.0774,24.2627,27.2221,24.9026,27.961,38.4257,28.1141,28.9009,29.9783,38.2816
1100001G20RIK,307.75,236.82,81.8868,92.0318,113.524,155.684,119.43,86.1887,88.2108,84.7763,96.8503,98.0561,88.616,87.2691,85.4418,89.1585,95.4992,91.3418
HEATR6,345.769,274.643,444.023,436.61,757.935,1341.38,506.762,511.975,357.029,388.392,444.672,419.615,395.888,290.475,325.448,347.938,363.262,262.721
HNF1B,34.6042,48.5456,48.3058,37.7521,41.8401,46.4286,46.7942,39.1125,36.1611,36.1774,36.6397,35.9726,36.3025,57.8792,40.0403,40.3525,40.0502,59.5656
DDX52,325.813,246.333,399.676,492.495,436.815,347.714,339.047,455.89,356.916,323.826,228.701,322.757,342.326,254.115,342.635,336.038,363.134,235.547
SYNRG,322.134,278.403,396.439,379.611,577.152,762.495,503.63,615.119,303.531,354.873,504.433,394.534,484.804,574.647,585.256,567.322,568.52,460.535
ACACA,188.127,146.777,165.256,223.089,88.7274,104.438,130.936,158.079,230.254,243.913,143.341,342.104,220.445,61.4419,74.2226,144.325,114.995,114.131
MRM1,150.089,143.406,122.919,120.448,115.937,130.521,134.84,133.616,210.525,197.785,175.514,199.668,161.384,123.64,144.989,148.943,148.407,169.766
GM10374,101.477,86.7165,68.9107,80.6787,70.9631,85.3437,77.9121,80.7831,85.8379,72.7316,105.85,75.5055,73.4246,75.4814,102.532,76.8795,100.367,82.6736
MYO19,113.544,97.7472,133.925,165.709,123.198,120.993,101.672,116.289,115.783,139.958,99.1838,211.57,193.93,106.339,107.061,101.217,121.383,99.3444
CAR4,29.6793,32.7759,33.5865,28.1894,31.9081,35.361,34.9942,30.9429,27.5991,25.4914,28.4667,29.8017,28.3403,37.199,32.0708,32.6301,28.6817,42.3651
RPL13,2649.4,2232.17,2144.21,2391.2,1665.67,1520.77,2593.1,2095.48,3592.97,2778.63,2568.18,2706.78,2382.12,1065.98,2939.23,3116.74,3026.38,3585.84
1700125H20RIK,30.215,36.5785,31.9068,32.4532,38.1115,41.7321,34.3834,32.2117,31.8524,33.0733,32.6032,30.3788,30.1081,49.696,40.2884,31.1535,31.1091,46.7847
APPBP2,142.519,147.227,164.98,145.773,168.814,160.662,132.704,146.296,128.377,121.928,125.273,114.534,123.624,156.185,124.293,127.121,137.555,100.895
PPM1D,316.765,333.426,551.912,682.237,617.607,533.222,443.122,483.262,408.793,463.809,378.81,508.394,642.494,457.309,429.518,437.114,420.504,369.018
BCAS3,179.145,172.051,167.769,129.613,294.246,215.53,243.821,233.396,233.992,181.239,248.186,119.788,149.794,236.287,231.719,268.096,220.01,223.795
TBX2,89.7253,109.559,85.2044,96.202,98.3289,105.494,109.447,89.2852,90.3098,93.2274,103.85,94.4931,99.141,125.445,114.088,108.201,93.0828,122.654
TBX4,39.4245,47.13,38.6447,35.6504,50.0368,47.5389,43.0119,42.5745,39.3814,39.4448,47.7986,40.0453,44.4222,56.3929,42.3543,40.7655,42.2375,55.8883
4632419I22RIK,308.395,297.332,331.664,452.849,249.344,169.353,137.244,174.758,215.618,383.522,253.477,394.257,374.836,220.455,199.824,200.003,212.243,110.707
RNFT1,295.015,218.026,181.946,267.932,176.129,184.81,314.12,372.371,261.714,237.911,153.971,235.266,249.624,149.63,250.856,280.919,375.491,182.762
TUBD1,125.498,114.197,118.305,208.158,108.698,92.3256,104.537,114.057,86.6213,112.574,107.513,124.226,119.252,110.848,118.891,143.79,106.339,105.715
PTRH2,118.172,95.8003,101.589,113.688,96.0791,97.4255,87.6851,115.179,119.487,130.638,107.513,139.484,107.662,63.4048,68.6132,79.503,87.8239,60.4804
MIR301,10.8331,12.0147,12.3825,13.3218,11.4219,11.9765,12.7074,12.9314,12.2696,11.8156,14.8306,13.9418,14.1902,17.537,11.265,10.7105,12.1433,12.2046
TRIM37,737.009,596.557,675.075,1066.77,359.584,192.656,223.962,271.716,776.57,923.051,516.343,931.206,776.712,300.484,259.214,279.049,217.612,177.528
TEX14,37.5088,41.4137,39.3283,39.2846,40.2703,46.5183,40.5348,39.7681,38.4453,35.8852,40.9136,36.5859,44.6778,63.9238,42.5475,38.3211,41.3166,49.4727
RNU3B1,557.635,680.368,562.909,564.335,549.625,457.237,528.176,360.084,1023.03,649.431,803.517,557.788,633.143,605.321,674.717,910.855,796.762,744.949
Sep-04,67.5629,71.702,61.0527,56.6137,66.2365,63.8004,69.2834,60.3039,81.7533,76.4112,106.485,64.8236,69.6174,100.137,67.0516,63.958,59.5178,71.7711
MTMR4,313.879,281.356,441.828,522.468,483.375,642.072,500.319,662.904,380.563,435.996,508.765,501.615,450.652,362.015,402.069,354.693,428.892,320.793
HSF5,40.2468,44.3392,45.39,38.096,39.0927,46.9225,51.4737,42.3242,40.2943,41.1758,45.1572,44.3348,43.4716,71.19,43.5021,45.2178,45.725,66.5468
RNF43,51.8736,59.0508,44.3527,51.218,55.364,67.0682,74.9673,71.784,61.184,48.6299,57.9821,52.1862,57.2114,68.9746,133.348,86.8634,123.459,108.641
SUPT4H1,538.742,528.792,683.074,709.951,752.692,562.064,609.381,620.552,1005.09,682.985,560.207,626.372,812.222,711.65,865.293,864.809,830.864,622.199
MIR142,84.0729,70.8943,96.7202,95.6967,126.757,173.595,136.454,489.401,265.842,209.056,91.9172,72.1852,74.1178,101.889,168.001,122.5,189.75,95.0312
BZRAP1,74.4257,85.9309,89.1375,118.846,135.655,97.6793,71.9516,68.0004,90.5567,82.9034,73.5176,75.2953,93.1899,86.7223,73.9493,65.6911,63.6308,87.9497
MPO,2307.64,710.569,133.522,119.935,59.3075,162.326,90.9439,45.2603,3025.4,1013.61,55.0213,44.3977,53.6599,64.9955,51.0088,47.2627,58.7148,61.7579
MKS1,116.66,120.965,84.6387,103.521,84.2468,128.572,138.557,125.327,114.025,110.251,103.197,101.02,102.655,90.0892,143.157,136.142,124.081,129.21
SRSF1,1409.11,1185.53,1604.83,2069.32,1414.24,1149.34,903.466,1034.03,1238.46,1392.66,939.889,1602.96,1317.19,1063.29,914.335,886.603,1056.84,589.613
VEZF1,670.186,507.4,882.42,805.772,1117.69,1195.63,900.678,1120.02,612.841,667.207,501.593,456.293,680.747,893.441,781.215,650.641,707.959,657.086
CUEDC1,75.2892,69.5597,64.9222,60.1675,79.9467,125.578,74.6375,56.6062,82.3028,112.447,103.942,74.4788,93.8524,100.454,94.0144,104.85,67.7256,95.1101
MRPS23,416.949,346.781,459.447,586.106,456.709,432.1,366.751,416.127,478.654,585.871,553.555,658.919,695.768,446.328,600.067,569.856,496.423,505.794
1700106J16RIK,64.1013,71.2255,58.1682,54.9207,69.0405,69.6018,79.2669,68.0906,59.8657,59.0961,69.3872,65.5127,69.6944,87.5903,66.9303,74.7092,69.638,79.6142
